data_dte,Airport Name,CITY,STATE,COUNTRY,Scheduled,Charter,Total
1/1/19,"Guam, TT: Guam International",GUAM ISLAND,#VALUE!,#VALUE!,212595,520,213115
1/1/19,"Pago Pago, TT: Pago Pago International",PAGO PAGO,#VALUE!,#VALUE!,8705,0,8705
1/1/19,"Saipan, TT: Francisco C. Ada Saipan International",SAIPAN,#VALUE!,#VALUE!,48069,0,48069
1/1/19,"San Juan, PR: Isla Grande",SAN JUAN,#VALUE!,#VALUE!,0,34,34
1/1/19,"San Juan, PR: Luis Munoz Marin International",SAN JUAN,#VALUE!,#VALUE!,71899,494,72393
1/1/19,"Kona, HI: Ellison Onizuka Kona International at Keahole",KONA,HAWAII,"HAWAII, USA",23979,0,23979
1/1/19,"Lihue, HI: Lihue Airport",LIHUE,KAUAI,"HAWAII, USA",11160,0,11160
1/1/19,"Kahului, HI: Kahului Airport",KAHULUI,MAUI,"HAWAII, USA",53935,10,53945
1/1/19,"Honolulu, HI: Daniel K Inouye International",HONOLULU,OAHU,"HAWAII, USA",459060,0,459060
1/1/19,"Hartford, CT: Bradley International",HARTFORD,CT/SPRINGFIELD,"MA, USA",8118,0,8118
1/1/19,"Bullhead City, AZ: Laughlin/Bullhead International",BULLHEAD CITY,AZ/LAUGHLIN,"NV, USA",0,930,930
1/1/19,"Huntsville, AL: Huntsville International-Carl T Jones Field",HUNTSVILLE/DECATUR,ALABAMA,USA,116,0,116
1/1/19,"Anchorage, AK: Ted Stevens Anchorage International",ANCHORAGE,ALASKA,USA,545,14,559
1/1/19,"Phoenix, AZ: Phoenix Sky Harbor International",PHOENIX,ARIZONA,USA,204889,176,205065
1/1/19,"Phoenix, AZ: Scottsdale",PHOENIX,ARIZONA,USA,0,48,48
1/1/19,"Tucson, AZ: Tucson International",TUCSON,ARIZONA,USA,0,4,4
1/1/19,"Burbank, CA: Bob Hope",BURBANK,CALIFORNIA,USA,0,6,6
1/1/19,"Fresno, CA: Fresno Yosemite International",FRESNO,CALIFORNIA,USA,21947,351,22298
1/1/19,"Palm Springs, CA: Palm Springs International",INDIO/PALM SPRINGS,CALIFORNIA,USA,63444,29,63473
1/1/19,"Long Beach, CA: Long Beach Airport",LONG BEACH,CALIFORNIA,USA,0,52,52
1/1/19,"Los Angeles, CA: Los Angeles International",LOS ANGELES,CALIFORNIA,USA,2079116,212,2079328
1/1/19,"Van Nuys, CA: Van Nuys Airport",LOS ANGELES,CALIFORNIA,USA,0,17,17
1/1/19,"Oakland, CA: Metro Oakland International",OAKLAND,CALIFORNIA,USA,48473,4,48477
1/1/19,"Ontario, CA: Ontario International",ONTARIO,CALIFORNIA,USA,26507,0,26507
1/1/19,"Sacramento, CA: Sacramento International",SACRAMENTO,CALIFORNIA,USA,29053,353,29406
1/1/19,"San Diego, CA: Brown Field Municipal",SAN DIEGO,CALIFORNIA,USA,0,6,6
1/1/19,"San Diego, CA: San Diego International",SAN DIEGO,CALIFORNIA,USA,82025,29,82054
1/1/19,"San Francisco, CA: San Francisco International",SAN FRANCISCO,CALIFORNIA,USA,1137764,986,1138750
1/1/19,"San Jose, CA: Norman Y. Mineta San Jose International",SAN JOSE,CALIFORNIA,USA,71869,123,71992
1/1/19,"Santa Ana, CA: John Wayne Airport-Orange County",SANTA ANA,CALIFORNIA,USA,16968,0,16968
1/1/19,"Santa Barbara, CA: Santa Barbara Municipal",SANTA BARBARA,CALIFORNIA,USA,0,2,2
1/1/19,"Denver, CO: Centennial",DENVER,COLORADO,USA,0,6,6
1/1/19,"Denver, CO: Denver International",DENVER,COLORADO,USA,247639,251,247890
1/1/19,"Eagle, CO: Eagle County Regional",EAGLE,COLORADO,USA,0,20,20
1/1/19,"New Haven, CT: Tweed New Haven",NEW HAVEN,CONNECTICUT,USA,0,2,2
1/1/19,"Washington, DC: Ronald Reagan Washington National",WASHINGTON,D.C.,USA,25820,0,25820
1/1/19,"Washington, DC: Washington Dulles International",WASHINGTON,D.C.,USA,551813,2363,554176
1/1/19,"Boca Raton, FL: Boca Raton Public",BOCA RATON,FLORIDA,USA,0,37,37
1/1/19,"Daytona Beach, FL: Daytona Beach International",DAYTONA BEACH,FLORIDA,USA,137,4,141
1/1/19,"Fort Lauderdale, FL: Fort Lauderdale Executive",FT. LAUDERDALE,FLORIDA,USA,813,42,855
1/1/19,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",FT. LAUDERDALE,FLORIDA,USA,790642,1598,792240
1/1/19,"Fort Myers, FL: Southwest Florida International",FT. MYERS,FLORIDA,USA,43547,0,43547
1/1/19,"Jacksonville, FL: Jacksonville International",JACKSONVILLE,FLORIDA,USA,1597,34,1631
1/1/19,"Melbourne, FL: Melbourne Orlando International",MELBOURNE,FLORIDA,USA,197,0,197
1/1/19,"Miami, FL: Miami International",MIAMI,FLORIDA,USA,1956154,15538,1971692
1/1/19,"Miami, FL: Miami Opa Locka Executive",MIAMI,FLORIDA,USA,0,50,50
1/1/19,"Miami, FL: Watson Island International",MIAMI,FLORIDA,USA,199,38,237
1/1/19,"Naples, FL: Naples Municipal",NAPLES,FLORIDA,USA,0,11,11
1/1/19,"Orlando, FL: Executive",ORLANDO,FLORIDA,USA,0,38,38
1/1/19,"Orlando, FL: Orlando International",ORLANDO,FLORIDA,USA,588710,0,588710
1/1/19,"Sanford, FL: Orlando Sanford International",SANFORD,FLORIDA,USA,2574,2,2576
1/1/19,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",SARASOTA/BRADENTON,FLORIDA,USA,6619,0,6619
1/1/19,"St. Augustine, FL: Northeast Florida Regional",ST. AUGUSTINE,FLORIDA,USA,0,7,7
1/1/19,"St. Petersburg, FL: St Pete Clearwater International",ST. PETERSBURG,FLORIDA,USA,1552,0,1552
1/1/19,"Tampa, FL: Tampa International",TAMPA,FLORIDA,USA,83389,45,83434
1/1/19,"West Palm Beach/Palm Beach, FL: Palm Beach International",WEST PALM BEACH,FLORIDA,USA,20893,129,21022
1/1/19,"Atlanta, GA: Dekalb Peachtree",ATLANTA,GEORGIA,USA,0,32,32
1/1/19,"Atlanta, GA: Hartsfield-Jackson Atlanta International",ATLANTA,GEORGIA,USA,964348,52,964400
1/1/19,"Savannah, GA: Savannah/Hilton Head International",SAVANNAH,GEORGIA,USA,0,1,1
1/1/19,"Boise, ID: Boise Air Terminal",BOISE,IDAHO,USA,0,15,15
1/1/19,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",SUN VALLEY,IDAHO,USA,0,5,5
1/1/19,"Chicago, IL: Chicago Executive",CHICAGO,ILLINOIS,USA,0,6,6
1/1/19,"Chicago, IL: Chicago Midway International",CHICAGO,ILLINOIS,USA,59493,91,59584
1/1/19,"Chicago, IL: Chicago O'Hare International",CHICAGO,ILLINOIS,USA,967904,15,967919
1/1/19,"Rockford, IL: Chicago/Rockford International",ROCKFORD,ILLINOIS,USA,386,0,386
1/1/19,"Springfield, IL: Abraham Lincoln Capital",SPRINGFIELD,ILLINOIS,USA,0,128,128
1/1/19,"Waukegan, IL: Waukegan National",WAUKEGAN,ILLINOIS,USA,0,5,5
1/1/19,"Indianapolis, IN: Indianapolis International",INDIANAPOLIS,INDIANA,USA,9657,1359,11016
1/1/19,"Des Moines, IA: Des Moines International",DES MOINES,IOWA,USA,0,343,343
1/1/19,"Lexington, KY: Blue Grass",LEXINGTON/FRANKFORT,KENTUCKY,USA,0,11,11
1/1/19,"New Orleans, LA: Louis Armstrong New Orleans International",NEW ORLEANS,LOUISIANA,USA,15617,794,16411
1/1/19,"Bangor, ME: Bangor International",BANGOR,MAINE,USA,0,4,4
1/1/19,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BALTIMORE,MARYLAND,USA,94379,21,94400
1/1/19,"Bedford, MA: Laurence G Hanscom Field",BEDFORD,MASSACHUSETTS,USA,0,156,156
1/1/19,"Boston, MA: Logan International",BOSTON,MASSACHUSETTS,USA,494154,1867,496021
1/1/19,"Detroit, MI: Detroit Metro Wayne County",DETROIT,MICHIGAN,USA,276640,1266,277906
1/1/19,"Detroit, MI: Willow Run",DETROIT,MICHIGAN,USA,0,2,2
1/1/19,"Minneapolis, MN: Minneapolis-St Paul International",MINNEAPOLIS/ST.PAUL,MINNESOTA,USA,261614,786,262400
1/1/19,"Rochester, MN: Rochester International",ROCHESTER,MINNESOTA,USA,0,8,8
1/1/19,"Columbus, MS: Golden Triangle Regional",COLUMBUS,MISSISSIPPI,USA,0,34,34
1/1/19,"Kansas City, MO: Charles B. Wheeler Downtown",KANSAS CITY,MISSOURI,USA,0,6,6
1/1/19,"Kansas City, MO: Kansas City International",KANSAS CITY,MISSOURI,USA,7183,0,7183
1/1/19,"St. Louis, MO: Bi-State Parks",ST. LOUIS,MISSOURI,USA,0,111,111
1/1/19,"St. Louis, MO: St Louis Lambert International",ST. LOUIS,MISSOURI,USA,26583,810,27393
1/1/19,"Billings, MT: Billings Logan International",BILLINGS,MONTANA,USA,71,0,71
1/1/19,"Bozeman, MT: Bozeman Yellowstone International",BOZEMAN,MONTANA,USA,0,2,2
1/1/19,"Kalispell, MT: Glacier Park International",KALISPELL,MONTANA,USA,31,0,31
1/1/19,"Omaha, NE: Eppley Airfield",OMAHA,NEBRASKA,USA,861,5,866
1/1/19,"Las Vegas, NV: Harry Reid International",LAS VEGAS,NEVADA,USA,288180,66,288246
1/1/19,"Reno, NV: Reno/Tahoe International",RENO,NEVADA,USA,4304,705,5009
1/1/19,"Portsmouth, NH: Portsmouth International at Pease",PORTSMOUTH,NEW HAMPSHIRE,USA,0,1,1
1/1/19,"Morristown, NJ: Morristown Municipal",MORRISTOWN,NEW JERSEY,USA,0,9,9
1/1/19,"Newark, NJ: Newark Liberty International",NEWARK,NEW JERSEY,USA,1041946,242,1042188
1/1/19,"Teterboro, NJ: Teterboro Airport",TETERBORO,NEW JERSEY,USA,0,186,186
1/1/19,"Trenton, NJ: Trenton Mercer",TRENTON,NEW JERSEY,USA,0,16,16
1/1/19,"Albuquerque, NM: Albuquerque International Sunport",ALBUQUERQUE,NEW MEXICO,USA,783,0,783
1/1/19,"Albany, NY: Albany International",ALBANY,NEW YORK,USA,0,3,3
1/1/19,"Buffalo, NY: Buffalo Niagara International",BUFFALO,NEW YORK,USA,480,92,572
1/1/19,"East Farmingdale, NY: Republic",FARMINGDALE,NEW YORK,USA,0,1,1
1/1/19,"New York, NY: John F. Kennedy International",NEW YORK,NEW YORK,USA,2493077,897,2493974
1/1/19,"New York, NY: LaGuardia",NEW YORK,NEW YORK,USA,142025,0,142025
1/1/19,"Newburgh/Poughkeepsie, NY: New York Stewart International",NEWBURGH,NEW YORK,USA,19970,0,19970
1/1/19,"Rochester, NY: Frederick Douglass Grtr Rochester International",ROCHESTER,NEW YORK,USA,0,25,25
1/1/19,"Saranac Lake/Lake Placid, NY: Adirondack Regional",SARANAC LAKE,NEW YORK,USA,0,4,4
1/1/19,"Syracuse, NY: Syracuse Hancock International",SYRACUSE,NEW YORK,USA,0,38,38
1/1/19,"Watertown, NY: Watertown International",WATERTOWN,NEW YORK,USA,0,2,2
1/1/19,"White Plains, NY: Westchester County",WHITE PLAINS,NEW YORK,USA,0,62,62
1/1/19,"Charlotte, NC: Charlotte Douglas International",CHARLOTTE,NORTH CAROLINA,USA,239881,47,239928
1/1/19,"Raleigh/Durham, NC: Raleigh-Durham International",RALEIGH/DURHAM,NORTH CAROLINA,USA,29977,230,30207
1/1/19,"Wilmington, NC: Wilmington International",WILMINGTON,NORTH CAROLINA,USA,0,12,12
1/1/19,"Fargo, ND: Hector International",FARGO,NORTH DAKOTA,USA,0,6,6
1/1/19,"Cincinnati, OH: Cincinnati Municipal Lunken Field",CINCINNATI,OHIO,USA,0,8,8
1/1/19,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CINCINNATI,OHIO,USA,16719,1508,18227
1/1/19,"Cleveland, OH: Cleveland-Hopkins International",CLEVELAND,OHIO,USA,13302,309,13611
1/1/19,"Columbus, OH: John Glenn Columbus International",COLUMBUS,OHIO,USA,6250,127,6377
1/1/19,"Columbus, OH: Rickenbacker International",COLUMBUS,OHIO,USA,0,1,1
1/1/19,"Portland, OR: Portland International",PORTLAND,OREGON,USA,53252,0,53252
1/1/19,"Bend/Redmond, OR: Roberts Field",REDMOND,OREGON,USA,0,6,6
1/1/19,"Erie, PA: Erie International/Tom Ridge Field",ERIE,PENNSYLVANIA,USA,0,4,4
1/1/19,"Philadelphia, PA: Philadelphia International",PHILADELPHIA,PENNSYLVANIA,USA,237860,383,238243
1/1/19,"Pittsburgh, PA: Pittsburgh International",PITTSBURGH,PENNSYLVANIA,USA,8808,1990,10798
1/1/19,"Providence, RI: Rhode Island Tf Green International",PROVIDENCE,RHODE ISLAND,USA,5881,120,6001
1/1/19,"Charleston, SC: Charleston AFB/International",CHARLESTON,SOUTH CAROLINA,USA,75,2,77
1/1/19,"Chattanooga, TN: Lovell Field",CHATTANOOGA,TENNESSEE,USA,0,1,1
1/1/19,"Clarksville, TN: Outlaw Field",CLARKSVILLE,TENNESSEE,USA,0,3,3
1/1/19,"Memphis, TN: Memphis International",MEMPHIS,TENNESSEE,USA,1820,104,1924
1/1/19,"Nashville, TN: Nashville International",NASHVILLE,TENNESSEE,USA,15718,130,15848
1/1/19,"Smyrna, TN: Smyrna Airport",SMYRNA,TENNESSEE,USA,0,2,2
1/1/19,"Austin, TX: Austin - Bergstrom International",AUSTIN,TEXAS,USA,24435,4,24439
1/1/19,"Dallas, TX: Dallas Love Field",DALLAS/FT.WORTH,TEXAS,USA,0,445,445
1/1/19,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",DALLAS/FT.WORTH,TEXAS,USA,686787,0,686787
1/1/19,"Harlingen/San Benito, TX: Valley International",HARLINGEN,TEXAS,USA,0,2,2
1/1/19,"Houston, TX: George Bush Intercontinental/Houston",HOUSTON,TEXAS,USA,890340,0,890340
1/1/19,"Houston, TX: William P Hobby",HOUSTON,TEXAS,USA,81545,5,81550
1/1/19,"Laredo, TX: Laredo International",LAREDO,TEXAS,USA,53,0,53
1/1/19,"Mission/McAllen/Edinburg, TX: McAllen Miller International",MISSION/MCALLEN,TEXAS,USA,75,0,75
1/1/19,"San Antonio, TX: San Antonio International",SAN ANTONIO,TEXAS,USA,32904,64,32968
1/1/19,"Salt Lake City, UT: Salt Lake City International",SALT LAKE CITY,UTAH,USA,68261,0,68261
1/1/19,"Burlington, VT: Burlington International",BURLINGTON,VERMONT,USA,0,3,3
1/1/19,"Richmond, VA: Richmond International",RICHMOND,VIRGINIA,USA,0,3,3
1/1/19,"Everett, WA: Snohomish County",EVERETT,WASHINGTON,USA,8,0,8
1/1/19,"Friday Harbor, WA: Friday Harbor Airport",FRIDAY HARBOR,WASHINGTON,USA,0,8,8
1/1/19,"Moses Lake, WA: Grant County International",MOSES LAKE,WASHINGTON,USA,0,20,20
1/1/19,"Roche Harbor, WA: Roche Harbor Airport",ROCHE HARBOR,WASHINGTON,USA,0,2,2
1/1/19,"Seattle, WA: Boeing Field/King County International",SEATTLE,WASHINGTON,USA,0,30,30
1/1/19,"Seattle, WA: Lake Union Terminal",SEATTLE,WASHINGTON,USA,1254,0,1254
1/1/19,"Seattle, WA: Seattle/Tacoma International",SEATTLE,WASHINGTON,USA,390787,2,390789
1/1/19,"Milwaukee, WI: General Mitchell International",MILWAUKEE,WISCONSIN,USA,4499,57,4556
1/1/19,"Casper, WY: Casper/Natrona County International",CASPER,WYOMING,USA,0,10,10
1/1/19,"Christiansted, VI: Henry E. Rohlsen",CHRISTIANSTED,ST.CROIX,USVI,127,0,127
1/1/19,"Charlotte Amalie, VI: Cyril E King",CHARLOTTE AMALIE,ST.THOMAS,USVI,1051,18,1069
1/1/20,"Guam, TT: Guam International",GUAM ISLAND,#VALUE!,#VALUE!,204706,428,205134
1/1/20,"Pago Pago, TT: Pago Pago International",PAGO PAGO,#VALUE!,#VALUE!,4611,0,4611
1/1/20,"Saipan, TT: Francisco C. Ada Saipan International",SAIPAN,#VALUE!,#VALUE!,51468,12,51480
1/1/20,"San Juan, PR: Isla Grande",SAN JUAN,#VALUE!,#VALUE!,0,16,16
1/1/20,"San Juan, PR: Luis Munoz Marin International",SAN JUAN,#VALUE!,#VALUE!,75609,578,76187
1/1/20,"Wilmington, DE: New Castle",PHILADELPHIA,PA/WILMINGTON,"DE,USA",0,4,4
1/1/20,"Kona, HI: Ellison Onizuka Kona International at Keahole",KONA,HAWAII,"HAWAII, USA",27337,2,27339
1/1/20,"Lihue, HI: Lihue Airport",LIHUE,KAUAI,"HAWAII, USA",8644,0,8644
1/1/20,"Kahului, HI: Kahului Airport",KAHULUI,MAUI,"HAWAII, USA",27149,10045,37194
1/1/20,"Honolulu, HI: Daniel K Inouye International",HONOLULU,OAHU,"HAWAII, USA",459406,11955,471361
1/1/20,"Hartford, CT: Bradley International",HARTFORD,CT/SPRINGFIELD,"MA, USA",7777,1,7778
1/1/20,"Bullhead City, AZ: Laughlin/Bullhead International",BULLHEAD CITY,AZ/LAUGHLIN,"NV, USA",0,945,945
1/1/20,"Birmingham, AL: Birmingham-Shuttlesworth International",BIRMINGHAM,ALABAMA,USA,328,0,328
1/1/20,"Huntsville, AL: Huntsville International-Carl T Jones Field",HUNTSVILLE/DECATUR,ALABAMA,USA,64,10,74
1/1/20,"Anchorage, AK: Ted Stevens Anchorage International",ANCHORAGE,ALASKA,USA,0,13,13
1/1/20,"Fairbanks, AK: Fairbanks International",FAIRBANKS,ALASKA,USA,156,0,156
1/1/20,"Tokeen, AK: Tokeen Airport",TOKEEN,ALASKA,USA,0,5,5
1/1/20,"Phoenix, AZ: Phoenix Sky Harbor International",PHOENIX,ARIZONA,USA,180439,7435,187874
1/1/20,"Phoenix, AZ: Scottsdale",PHOENIX,ARIZONA,USA,0,55,55
1/1/20,"Tucson, AZ: Tucson International",TUCSON,ARIZONA,USA,29,140,169
1/1/20,"Burbank, CA: Bob Hope",BURBANK,CALIFORNIA,USA,0,4,4
1/1/20,"Fresno, CA: Fresno Yosemite International",FRESNO,CALIFORNIA,USA,29126,580,29706
1/1/20,"Palm Springs, CA: Palm Springs International",INDIO/PALM SPRINGS,CALIFORNIA,USA,53309,15,53324
1/1/20,"Los Angeles, CA: Los Angeles International",LOS ANGELES,CALIFORNIA,USA,2016514,182,2016696
1/1/20,"Van Nuys, CA: Van Nuys Airport",LOS ANGELES,CALIFORNIA,USA,0,55,55
1/1/20,"Mountain View, CA: Moffett Federal Airfield",MOUNTAIN VIEW,CALIFORNIA,USA,0,2,2
1/1/20,"Oakland, CA: Metro Oakland International",OAKLAND,CALIFORNIA,USA,32551,707,33258
1/1/20,"Ontario, CA: Ontario International",ONTARIO,CALIFORNIA,USA,30484,0,30484
1/1/20,"Sacramento, CA: Sacramento International",SACRAMENTO,CALIFORNIA,USA,31696,354,32050
1/1/20,"San Diego, CA: Brown Field Municipal",SAN DIEGO,CALIFORNIA,USA,0,5,5
1/1/20,"San Diego, CA: San Diego International",SAN DIEGO,CALIFORNIA,USA,82231,10,82241
1/1/20,"San Francisco, CA: San Francisco International",SAN FRANCISCO,CALIFORNIA,USA,1183469,58,1183527
1/1/20,"San Jose, CA: Norman Y. Mineta San Jose International",SAN JOSE,CALIFORNIA,USA,79029,91,79120
1/1/20,"Santa Ana, CA: John Wayne Airport-Orange County",SANTA ANA,CALIFORNIA,USA,7704,0,7704
1/1/20,"Fort Collins/Loveland, CO: Northern Colorado Regional",FORT COLLINS/LOVELAND,CO,USA,0,4,4
1/1/20,"Aspen, CO: Aspen Pitkin County Sardy Field",ASPEN,COLORADO,USA,0,5,5
1/1/20,"Broomfield, CO: Rocky Mountain Metro",BROOMFIELD,COLORADO,USA,0,20,20
1/1/20,"Denver, CO: Centennial",DENVER,COLORADO,USA,0,29,29
1/1/20,"Denver, CO: Denver International",DENVER,COLORADO,USA,268249,34,268283
1/1/20,"Eagle, CO: Eagle County Regional",EAGLE,COLORADO,USA,0,20,20
1/1/20,"Grand Junction, CO: Grand Junction Regional",GRAND JUNCTION,COLORADO,USA,140,0,140
1/1/20,"Rifle, CO: Rifle Garfield County",RIFLE,COLORADO,USA,0,8,8
1/1/20,"Washington, DC: Ronald Reagan Washington National",WASHINGTON,D.C.,USA,25199,0,25199
1/1/20,"Washington, DC: Washington Dulles International",WASHINGTON,D.C.,USA,587594,1854,589448
1/1/20,"Boca Raton, FL: Boca Raton Public",BOCA RATON,FLORIDA,USA,0,37,37
1/1/20,"Daytona Beach, FL: Daytona Beach International",DAYTONA BEACH,FLORIDA,USA,189,0,189
1/1/20,"Fort Lauderdale, FL: Fort Lauderdale Executive",FT. LAUDERDALE,FLORIDA,USA,1097,114,1211
1/1/20,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",FT. LAUDERDALE,FLORIDA,USA,739412,1168,740580
1/1/20,"Fort Myers, FL: Southwest Florida International",FT. MYERS,FLORIDA,USA,45526,1165,46691
1/1/20,"Jacksonville, FL: Jacksonville International",JACKSONVILLE,FLORIDA,USA,0,111,111
1/1/20,"Marathon, FL: The Florida Keys Marathon International",MARATHON,FLORIDA,USA,0,14,14
1/1/20,"Melbourne, FL: Melbourne Orlando International",MELBOURNE,FLORIDA,USA,0,7,7
1/1/20,"Miami, FL: Miami International",MIAMI,FLORIDA,USA,1855857,99241,1955098
1/1/20,"Miami, FL: Miami Opa Locka Executive",MIAMI,FLORIDA,USA,0,80,80
1/1/20,"Miami, FL: Watson Island International",MIAMI,FLORIDA,USA,79,27,106
1/1/20,"Naples, FL: Naples Municipal",NAPLES,FLORIDA,USA,0,19,19
1/1/20,"Orlando, FL: Executive",ORLANDO,FLORIDA,USA,0,11,11
1/1/20,"Orlando, FL: Orlando International",ORLANDO,FLORIDA,USA,564319,681,565000
1/1/20,"Sanford, FL: Orlando Sanford International",SANFORD,FLORIDA,USA,2252,0,2252
1/1/20,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",SARASOTA/BRADENTON,FLORIDA,USA,7986,20,8006
1/1/20,"St. Petersburg, FL: St Pete Clearwater International",ST. PETERSBURG,FLORIDA,USA,1985,5,1990
1/1/20,"Stuart, FL: Witham Field",STUART,FLORIDA,USA,0,27,27
1/1/20,"Tampa, FL: Tampa International",TAMPA,FLORIDA,USA,90974,4394,95368
1/1/20,"West Palm Beach/Palm Beach, FL: Palm Beach International",WEST PALM BEACH,FLORIDA,USA,20105,68,20173
1/1/20,"Atlanta, GA: Dekalb Peachtree",ATLANTA,GEORGIA,USA,0,12,12
1/1/20,"Atlanta, GA: Hartsfield-Jackson Atlanta International",ATLANTA,GEORGIA,USA,965191,269,965460
1/1/20,"Savannah, GA: Savannah/Hilton Head International",SAVANNAH,GEORGIA,USA,318,16,334
1/1/20,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",SUN VALLEY,IDAHO,USA,0,6,6
1/1/20,"Chicago, IL: Chicago Executive",CHICAGO,ILLINOIS,USA,0,5,5
1/1/20,"Chicago, IL: Chicago Midway International",CHICAGO,ILLINOIS,USA,49441,241,49682
1/1/20,"Chicago, IL: Chicago O'Hare International",CHICAGO,ILLINOIS,USA,979563,167,979730
1/1/20,"Chicago, IL: Du Page County",CHICAGO,ILLINOIS,USA,0,9,9
1/1/20,"Rockford, IL: Chicago/Rockford International",ROCKFORD,ILLINOIS,USA,45,0,45
1/1/20,"Indianapolis, IN: Indianapolis International",INDIANAPOLIS,INDIANA,USA,11579,2115,13694
1/1/20,"Des Moines, IA: Des Moines International",DES MOINES,IOWA,USA,0,180,180
1/1/20,"Lexington, KY: Blue Grass",LEXINGTON/FRANKFORT,KENTUCKY,USA,0,6,6
1/1/20,"Alexandria, LA: Alexandria International",ALEXANDRIA,LOUISIANA,USA,0,2096,2096
1/1/20,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",BATON ROUGE,LOUISIANA,USA,0,8,8
1/1/20,"New Orleans, LA: Louis Armstrong New Orleans International",NEW ORLEANS,LOUISIANA,USA,19772,370,20142
1/1/20,"Shreveport, LA: Shreveport Regional",SHREVEPORT,LOUISIANA,USA,30,0,30
1/1/20,"Bangor, ME: Bangor International",BANGOR,MAINE,USA,478,2,480
1/1/20,"Portland, ME: Portland International Jetport",PORTLAND,MAINE,USA,39,0,39
1/1/20,"Camp Springs, MD: Joint Base Andrews",ANDREWS AFB,MARYLAND,USA,72,0,72
1/1/20,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BALTIMORE,MARYLAND,USA,88571,6,88577
1/1/20,"Bedford, MA: Laurence G Hanscom Field",BEDFORD,MASSACHUSETTS,USA,0,251,251
1/1/20,"Boston, MA: Logan International",BOSTON,MASSACHUSETTS,USA,532191,143,532334
1/1/20,"Detroit, MI: Detroit Metro Wayne County",DETROIT,MICHIGAN,USA,276777,206,276983
1/1/20,"Pontiac, MI: Oakland County International",PONTIAC,MICHIGAN,USA,0,8,8
1/1/20,"International Falls, MN: Falls International Einarson Field",INTERNATIONAL FALLS,MINNESOTA,USA,0,6,6
1/1/20,"Minneapolis, MN: Minneapolis-St Paul International",MINNEAPOLIS/ST.PAUL,MINNESOTA,USA,291775,840,292615
1/1/20,"Rochester, MN: Rochester International",ROCHESTER,MINNESOTA,USA,0,2,2
1/1/20,"Kansas City, MO: Kansas City International",KANSAS CITY,MISSOURI,USA,5547,5,5552
1/1/20,"St. Louis, MO: Spirit of St. Louis",ST. LOUIS,MISSOURI,USA,0,28,28
1/1/20,"St. Louis, MO: St Louis Lambert International",ST. LOUIS,MISSOURI,USA,19375,575,19950
1/1/20,"Bozeman, MT: Bozeman Yellowstone International",BOZEMAN,MONTANA,USA,121,4,125
1/1/20,"Lincoln, NE: Lincoln Airport",LINCOLN,NEBRASKA,USA,0,12,12
1/1/20,"Omaha, NE: Eppley Airfield",OMAHA,NEBRASKA,USA,0,8,8
1/1/20,"Las Vegas, NV: Harry Reid International",LAS VEGAS,NEVADA,USA,294708,58,294766
1/1/20,"Reno, NV: Reno/Tahoe International",RENO,NEVADA,USA,6169,665,6834
1/1/20,"Atlantic City, NJ: Atlantic City International",ATLANTIC CITY,NEW JERSEY,USA,132,142,274
1/1/20,"Belmar/Farmingdale, NJ: Monmouth Executive",BELMAR,NEW JERSEY,USA,0,12,12
1/1/20,"Newark, NJ: Newark Liberty International",NEWARK,NEW JERSEY,USA,1073036,512,1073548
1/1/20,"Teterboro, NJ: Teterboro Airport",TETERBORO,NEW JERSEY,USA,0,265,265
1/1/20,"Trenton, NJ: Trenton Mercer",TRENTON,NEW JERSEY,USA,0,3,3
1/1/20,"Albany, NY: Albany International",ALBANY,NEW YORK,USA,43,0,43
1/1/20,"Buffalo, NY: Buffalo Niagara International",BUFFALO,NEW YORK,USA,0,348,348
1/1/20,"East Farmingdale, NY: Republic",FARMINGDALE,NEW YORK,USA,0,92,92
1/1/20,"Islip, NY: Long Island MacArthur",ISLIP/LONG ISLAND,NEW YORK,USA,0,894,894
1/1/20,"New York, NY: John F. Kennedy International",NEW YORK,NEW YORK,USA,2519733,730,2520463
1/1/20,"New York, NY: LaGuardia",NEW YORK,NEW YORK,USA,145428,0,145428
1/1/20,"Rochester, NY: Frederick Douglass Grtr Rochester International",ROCHESTER,NEW YORK,USA,0,14,14
1/1/20,"White Plains, NY: Westchester County",WHITE PLAINS,NEW YORK,USA,0,140,140
1/1/20,"Charlotte, NC: Charlotte Douglas International",CHARLOTTE,NORTH CAROLINA,USA,273417,121,273538
1/1/20,"Raleigh/Durham, NC: Raleigh-Durham International",RALEIGH/DURHAM,NORTH CAROLINA,USA,20059,50,20109
1/1/20,"Wilmington, NC: Wilmington International",WILMINGTON,NORTH CAROLINA,USA,176,0,176
1/1/20,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CINCINNATI,OHIO,USA,15179,826,16005
