data_dte,Airport Name,CITY,STATE,COUNTRY,Scheduled,Charter,Total
12/1/20,"Houston, TX: William P Hobby",HOUSTON,TEXAS,USA,35915,0,35915
12/1/20,"Laredo, TX: Laredo International",LAREDO,TEXAS,USA,0,972,972
12/1/20,"Mission/McAllen/Edinburg, TX: McAllen Miller International",MISSION/MCALLEN,TEXAS,USA,5,0,5
12/1/20,"San Antonio, TX: San Antonio International",SAN ANTONIO,TEXAS,USA,29815,190,30005
12/1/20,"Salt Lake City, UT: Salt Lake City International",SALT LAKE CITY,UTAH,USA,32863,0,32863
12/1/20,"Burlington, VT: Burlington International",BURLINGTON,VERMONT,USA,0,3,3
12/1/20,"Kenmore, WA: Kenmore Air Harbor",KENMORE,WASHINGTON,USA,0,8,8
12/1/20,"Seattle, WA: Boeing Field/King County International",SEATTLE,WASHINGTON,USA,0,15,15
12/1/20,"Seattle, WA: Seattle/Tacoma International",SEATTLE,WASHINGTON,USA,64016,0,64016
12/1/20,"Milwaukee, WI: General Mitchell International",MILWAUKEE,WISCONSIN,USA,0,166,166
12/1/20,"Charlotte Amalie, VI: Cyril E King",CHARLOTTE AMALIE,ST.THOMAS,USVI,215,18,233
12/1/21,"Guam, TT: Guam International",GUAM ISLAND,#VALUE!,#VALUE!,16173,0,16173
12/1/21,"Pago Pago, TT: Pago Pago International",PAGO PAGO,#VALUE!,#VALUE!,341,0,341
12/1/21,"Saipan, TT: Francisco C. Ada Saipan International",SAIPAN,#VALUE!,#VALUE!,817,0,817
12/1/21,"San Juan, PR: Isla Grande",SAN JUAN,#VALUE!,#VALUE!,0,6,6
12/1/21,"San Juan, PR: Luis Munoz Marin International",SAN JUAN,#VALUE!,#VALUE!,60950,673,61623
12/1/21,"Kona, HI: Ellison Onizuka Kona International at Keahole",KONA,HAWAII,"HAWAII, USA",5959,0,5959
12/1/21,"Lihue, HI: Lihue Airport",LIHUE,KAUAI,"HAWAII, USA",3059,0,3059
12/1/21,"Kahului, HI: Kahului Airport",KAHULUI,MAUI,"HAWAII, USA",27907,4,27911
12/1/21,"Honolulu, HI: Daniel K Inouye International",HONOLULU,OAHU,"HAWAII, USA",49879,29,49908
12/1/21,"Hartford, CT: Bradley International",HARTFORD,CT/SPRINGFIELD,"MA, USA",3095,137,3232
12/1/21,"Birmingham, AL: Birmingham-Shuttlesworth International",BIRMINGHAM,ALABAMA,USA,0,15,15
12/1/21,"Muscle Shoals, AL: Northwest Alabama Regional",MUSCLE SHOALS,ALABAMA,USA,0,9,9
12/1/21,"Anchorage, AK: Ted Stevens Anchorage International",ANCHORAGE,ALASKA,USA,153,16,169
12/1/21,"Flagstaff, AZ: Flagstaff Pulliam",FLAGSTAFF,ARIZONA,USA,0,2,2
12/1/21,"Phoenix, AZ: Phoenix Sky Harbor International",PHOENIX,ARIZONA,USA,161524,7,161531
12/1/21,"Phoenix, AZ: Scottsdale",PHOENIX,ARIZONA,USA,0,56,56
12/1/21,"Tucson, AZ: Tucson International",TUCSON,ARIZONA,USA,145,8,153
12/1/21,"Yuma, AZ: Yuma MCAS/Yuma International",YUMA,ARIZONA,USA,0,4,4
12/1/21,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",LITTLE ROCK,ARKANSAS,USA,0,4,4
12/1/21,"Burbank, CA: Bob Hope",BURBANK,CALIFORNIA,USA,973,0,973
12/1/21,"Carlsbad, CA: McClellan-Palomar",CARLSBAD,CALIFORNIA,USA,0,6,6
12/1/21,"Fresno, CA: Fresno Yosemite International",FRESNO,CALIFORNIA,USA,28751,0,28751
12/1/21,"Hayward, CA: Hayward Executive",HAYWARD,CALIFORNIA,USA,0,10,10
12/1/21,"Palm Springs, CA: Palm Springs International",INDIO/PALM SPRINGS,CALIFORNIA,USA,23979,71,24050
12/1/21,"Los Angeles, CA: Los Angeles International",LOS ANGELES,CALIFORNIA,USA,1035140,615,1035755
12/1/21,"Van Nuys, CA: Van Nuys Airport",LOS ANGELES,CALIFORNIA,USA,0,207,207
12/1/21,"Monterey, CA: Monterey Regional",MONTEREY,CALIFORNIA,USA,0,1,1
12/1/21,"Mountain View, CA: Moffett Federal Airfield",MOUNTAIN VIEW,CALIFORNIA,USA,0,16,16
12/1/21,"Novato, CA: Gnoss Field",NOVATO,CALIFORNIA,USA,0,4,4
12/1/21,"Oakland, CA: Metro Oakland International",OAKLAND,CALIFORNIA,USA,32240,25,32265
12/1/21,"Ontario, CA: Ontario International",ONTARIO,CALIFORNIA,USA,16521,0,16521
12/1/21,"Sacramento, CA: Sacramento International",SACRAMENTO,CALIFORNIA,USA,28831,39,28870
12/1/21,"San Bernardino, CA: San Bernardino International",SAN BERNARDINO,CALIFORNIA,USA,0,12,12
12/1/21,"San Diego, CA: Miramar MCAS",SAN DIEGO,CALIFORNIA,USA,121,0,121
12/1/21,"San Diego, CA: San Diego International",SAN DIEGO,CALIFORNIA,USA,33390,428,33818
12/1/21,"San Francisco, CA: San Francisco International",SAN FRANCISCO,CALIFORNIA,USA,514370,80,514450
12/1/21,"San Jose, CA: Norman Y. Mineta San Jose International",SAN JOSE,CALIFORNIA,USA,46820,277,47097
12/1/21,"Santa Ana, CA: John Wayne Airport-Orange County",SANTA ANA,CALIFORNIA,USA,21596,20,21616
12/1/21,"Santa Barbara, CA: Santa Barbara Municipal",SANTA BARBARA,CALIFORNIA,USA,0,10,10
12/1/21,"Thermal, CA: Jacqueline Cochran Regional",THERMAL,CALIFORNIA,USA,0,2,2
12/1/21,"Aspen, CO: Aspen Pitkin County Sardy Field",ASPEN,COLORADO,USA,0,6,6
12/1/21,"Broomfield, CO: Rocky Mountain Metro",BROOMFIELD,COLORADO,USA,0,11,11
12/1/21,"Denver, CO: Centennial",DENVER,COLORADO,USA,0,7,7
12/1/21,"Denver, CO: Denver International",DENVER,COLORADO,USA,227514,13,227527
12/1/21,"Eagle, CO: Eagle County Regional",EAGLE,COLORADO,USA,0,25,25
12/1/21,"Grand Junction, CO: Grand Junction Regional",GRAND JUNCTION,COLORADO,USA,0,5,5
12/1/21,"Washington, DC: Ronald Reagan Washington National",WASHINGTON,D.C.,USA,6411,0,6411
12/1/21,"Washington, DC: Washington Dulles International",WASHINGTON,D.C.,USA,414974,962,415936
12/1/21,"Boca Raton, FL: Boca Raton Public",BOCA RATON,FLORIDA,USA,0,36,36
12/1/21,"Fort Lauderdale, FL: Fort Lauderdale Executive",FT. LAUDERDALE,FLORIDA,USA,1401,82,1483
12/1/21,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",FT. LAUDERDALE,FLORIDA,USA,460106,643,460749
12/1/21,"Fort Myers, FL: Southwest Florida International",FT. MYERS,FLORIDA,USA,23841,49,23890
12/1/21,"Fort Pierce, FL: Treasure Coast International",FT. PIERCE,FLORIDA,USA,0,3,3
12/1/21,"Jacksonville, FL: Jacksonville International",JACKSONVILLE,FLORIDA,USA,0,6,6
12/1/21,"Key West, FL: Key West International",KEY WEST,FLORIDA,USA,0,2,2
12/1/21,"Marathon, FL: The Florida Keys Marathon International",MARATHON,FLORIDA,USA,0,6,6
12/1/21,"Melbourne, FL: Melbourne Orlando International",MELBOURNE,FLORIDA,USA,62,13,75
12/1/21,"Miami, FL: Miami International",MIAMI,FLORIDA,USA,1564860,53637,1618497
12/1/21,"Miami, FL: Miami Opa Locka Executive",MIAMI,FLORIDA,USA,0,315,315
12/1/21,"Naples, FL: Naples Municipal",NAPLES,FLORIDA,USA,0,142,142
12/1/21,"Ocala, FL: Ocala International-Jim Taylor Field",OCALA,FLORIDA,USA,0,1,1
12/1/21,"Orlando, FL: Executive",ORLANDO,FLORIDA,USA,0,5,5
12/1/21,"Orlando, FL: Orlando International",ORLANDO,FLORIDA,USA,375998,664,376662
12/1/21,"Sanford, FL: Orlando Sanford International",SANFORD,FLORIDA,USA,4765,0,4765
12/1/21,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",SARASOTA/BRADENTON,FLORIDA,USA,0,49,49
12/1/21,"St. Petersburg, FL: St Pete Clearwater International",ST. PETERSBURG,FLORIDA,USA,1558,3,1561
12/1/21,"Stuart, FL: Witham Field",STUART,FLORIDA,USA,0,4,4
12/1/21,"Tampa, FL: Tampa International",TAMPA,FLORIDA,USA,49848,2052,51900
12/1/21,"Vero Beach, FL: Vero Beach Regional",VERO BEACH,FLORIDA,USA,0,3,3
12/1/21,"West Palm Beach/Palm Beach, FL: Palm Beach International",WEST PALM BEACH,FLORIDA,USA,4302,263,4565
12/1/21,"Atlanta, GA: Dekalb Peachtree",ATLANTA,GEORGIA,USA,0,16,16
12/1/21,"Atlanta, GA: Fulton County Exec Charlie Brown Field",ATLANTA,GEORGIA,USA,0,9,9
12/1/21,"Atlanta, GA: Hartsfield-Jackson Atlanta International",ATLANTA,GEORGIA,USA,638585,57,638642
12/1/21,"Savannah, GA: Savannah/Hilton Head International",SAVANNAH,GEORGIA,USA,0,20,20
12/1/21,"Brunswick, GA: St Simons Island",ST. SIMONS ISLAND,GEORGIA,USA,0,5,5
12/1/21,"Boise, ID: Boise Air Terminal",BOISE,IDAHO,USA,0,13,13
12/1/21,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",SUN VALLEY,IDAHO,USA,0,5,5
12/1/21,"Twin Falls, ID: Joslin Field - Magic Valley Regional",TWIN FALLS,IDAHO,USA,0,3,3
12/1/21,"Chicago, IL: Chicago Executive",CHICAGO,ILLINOIS,USA,0,28,28
12/1/21,"Chicago, IL: Chicago Midway International",CHICAGO,ILLINOIS,USA,50508,120,50628
12/1/21,"Chicago, IL: Chicago O'Hare International",CHICAGO,ILLINOIS,USA,688033,841,688874
12/1/21,"Peoria, IL: General Downing - Peoria International",PEORIA,ILLINOIS,USA,0,3,3
12/1/21,"Rockford, IL: Chicago/Rockford International",ROCKFORD,ILLINOIS,USA,0,332,332
12/1/21,"Waukegan, IL: Waukegan National",WAUKEGAN,ILLINOIS,USA,0,7,7
12/1/21,"Indianapolis, IN: Indianapolis International",INDIANAPOLIS,INDIANA,USA,2090,98,2188
12/1/21,"South Bend, IN: South Bend International",SOUTH BEND,INDIANA,USA,0,2,2
12/1/21,"Des Moines, IA: Des Moines International",DES MOINES,IOWA,USA,0,14,14
12/1/21,"Wichita, KS: Wichita Dwight D Eisenhower National",WICHITA,KANSAS,USA,0,5,5
12/1/21,"Louisville, KY: Louisville Muhammad Ali International",LOUISVILLE,KENTUCKY,USA,0,1,1
12/1/21,"Alexandria, LA: Alexandria International",ALEXANDRIA,LOUISIANA,USA,0,2221,2221
12/1/21,"New Orleans, LA: Louis Armstrong New Orleans International",NEW ORLEANS,LOUISIANA,USA,7861,0,7861
12/1/21,"Bangor, ME: Bangor International",BANGOR,MAINE,USA,0,12,12
12/1/21,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BALTIMORE,MARYLAND,USA,73464,182,73646
12/1/21,"Bedford, MA: Laurence G Hanscom Field",BEDFORD,MASSACHUSETTS,USA,0,97,97
12/1/21,"Boston, MA: Logan International",BOSTON,MASSACHUSETTS,USA,277178,123,277301
12/1/21,"Worcester, MA: Worcester Regional",WORCESTER,MASSACHUSETTS,USA,0,106,106
12/1/21,"Detroit, MI: Detroit Metro Wayne County",DETROIT,MICHIGAN,USA,129380,228,129608
12/1/21,"Muskegon, MI: Muskegon County",MUSKEGON,MICHIGAN,USA,0,2,2
12/1/21,"Duluth, MN: Duluth International",DULUTH,MINNESOTA,USA,255,0,255
12/1/21,"International Falls, MN: Falls International Einarson Field",INTERNATIONAL FALLS,MINNESOTA,USA,0,4,4
12/1/21,"Minneapolis, MN: Minneapolis-St Paul International",MINNEAPOLIS/ST.PAUL,MINNESOTA,USA,120262,383,120645
12/1/21,"Rochester, MN: Rochester International",ROCHESTER,MINNESOTA,USA,0,1,1
12/1/21,"Kansas City, MO: Kansas City International",KANSAS CITY,MISSOURI,USA,4430,0,4430
12/1/21,"St. Louis, MO: Bi-State Parks",ST. LOUIS,MISSOURI,USA,0,92,92
12/1/21,"St. Louis, MO: St Louis Lambert International",ST. LOUIS,MISSOURI,USA,22160,421,22581
12/1/21,"Bozeman, MT: Bozeman Yellowstone International",BOZEMAN,MONTANA,USA,0,18,18
12/1/21,"Great Falls, MT: Great Falls International",GREAT FALLS,MONTANA,USA,0,4,4
12/1/21,"Lincoln, NE: Lincoln Airport",LINCOLN,NEBRASKA,USA,0,12,12
12/1/21,"Omaha, NE: Eppley Airfield",OMAHA,NEBRASKA,USA,0,10,10
12/1/21,"Elko, NV: Elko Regional",ELKO,NEVADA,USA,0,9,9
12/1/21,"Las Vegas, NV: Harry Reid International",LAS VEGAS,NEVADA,USA,120837,37,120874
12/1/21,"Las Vegas, NV: Henderson Executive",LAS VEGAS,NEVADA,USA,0,2,2
12/1/21,"Reno, NV: Reno/Tahoe International",RENO,NEVADA,USA,5783,14,5797
12/1/21,"Atlantic City, NJ: Atlantic City International",ATLANTIC CITY,NEW JERSEY,USA,990,0,990
12/1/21,"Belmar/Farmingdale, NJ: Monmouth Executive",BELMAR,NEW JERSEY,USA,0,12,12
12/1/21,"Newark, NJ: Newark Liberty International",NEWARK,NEW JERSEY,USA,810925,323,811248
12/1/21,"Teterboro, NJ: Teterboro Airport",TETERBORO,NEW JERSEY,USA,0,634,634
12/1/21,"Trenton, NJ: Trenton Mercer",TRENTON,NEW JERSEY,USA,0,11,11
12/1/21,"Santa Fe, NM: Santa Fe Municipal",SANTA FE,NEW MEXICO,USA,0,2,2
12/1/21,"Albany, NY: Albany International",ALBANY,NEW YORK,USA,0,6,6
12/1/21,"Buffalo, NY: Buffalo Niagara International",BUFFALO,NEW YORK,USA,0,61,61
12/1/21,"East Farmingdale, NY: Republic",FARMINGDALE,NEW YORK,USA,0,85,85
12/1/21,"Islip, NY: Long Island MacArthur",ISLIP/LONG ISLAND,NEW YORK,USA,0,2,2
12/1/21,"New York, NY: John F. Kennedy International",NEW YORK,NEW YORK,USA,1677122,123,1677245
12/1/21,"New York, NY: LaGuardia",NEW YORK,NEW YORK,USA,53434,27,53461
12/1/21,"Westhampton, NY: Francis S. Gabreski",WESTHAMPTON,NEW YORK,USA,0,47,47
12/1/21,"White Plains, NY: Westchester County",WHITE PLAINS,NEW YORK,USA,0,156,156
12/1/21,"Charlotte, NC: Charlotte Douglas International",CHARLOTTE,NORTH CAROLINA,USA,200886,43,200929
12/1/21,"Raleigh/Durham, NC: Raleigh-Durham International",RALEIGH/DURHAM,NORTH CAROLINA,USA,6960,132,7092
12/1/21,"Rocky Mount, NC: Rocky Mount-Wilson Regional",ROCKY MOUNT,NORTH CAROLINA,USA,0,6,6
12/1/21,"Fargo, ND: Hector International",FARGO,NORTH DAKOTA,USA,0,5,5
12/1/21,"Cincinnati, OH: Cincinnati/Northern Kentucky International",CINCINNATI,OHIO,USA,1939,1103,3042
12/1/21,"Cleveland, OH: Cleveland-Hopkins International",CLEVELAND,OHIO,USA,9185,94,9279
12/1/21,"Columbus, OH: John Glenn Columbus International",COLUMBUS,OHIO,USA,690,161,851
12/1/21,"Lima, OH: Lima Allen County",LIMA,OHIO,USA,0,5,5
12/1/21,"Toledo, OH: Eugene F Kranz Toledo Express",TOLEDO,OHIO,USA,0,409,409
12/1/21,"Oklahoma City, OK: Will Rogers World",OKLAHOMA CITY,OKLAHOMA,USA,0,56,56
12/1/21,"Tulsa, OK: Tulsa International",TULSA,OKLAHOMA,USA,0,7,7
12/1/21,"Portland, OR: Portland International",PORTLAND,OREGON,USA,29713,6,29719
12/1/21,"Harrisburg, PA: Harrisburg International",HARRISBURG,PENNSYLVANIA,USA,40,0,40
12/1/21,"Philadelphia, PA: Philadelphia International",PHILADELPHIA,PENNSYLVANIA,USA,133727,1488,135215
12/1/21,"Pittsburgh, PA: Allegheny County",PITTSBURGH,PENNSYLVANIA,USA,0,4,4
12/1/21,"Pittsburgh, PA: Pittsburgh International",PITTSBURGH,PENNSYLVANIA,USA,2272,1620,3892
12/1/21,"Providence, RI: Rhode Island Tf Green International",PROVIDENCE,RHODE ISLAND,USA,0,1,1
12/1/21,"Greer, SC: Greenville-Spartanburg International",GREENVILLE/SPARTANBURG,SC,USA,0,4,4
12/1/21,"Charleston, SC: Charleston AFB/International",CHARLESTON,SOUTH CAROLINA,USA,189,4,193
12/1/21,"Columbia, SC: Columbia Metropolitan",COLUMBIA,SOUTH CAROLINA,USA,0,4,4
12/1/21,"Greenwood, SC: Greenwood County",GREENWOOD,SOUTH CAROLINA,USA,0,2,2
12/1/21,"Walterboro, SC: Lowcountry Regional",WALTERBORO,SOUTH CAROLINA,USA,0,1,1
12/1/21,"Sioux Falls, SD: Joe Foss Field",SIOUX FALLS,SOUTH DAKOTA,USA,0,7,7
12/1/21,"Memphis, TN: Memphis International",MEMPHIS,TENNESSEE,USA,0,58,58
12/1/21,"Nashville, TN: Nashville International",NASHVILLE,TENNESSEE,USA,6475,512,6987
12/1/21,"Amarillo, TX: Rick Husband Amarillo International",AMARILLO,TEXAS,USA,0,2,2
12/1/21,"Austin, TX: Austin - Bergstrom International",AUSTIN,TEXAS,USA,43000,14,43014
12/1/21,"Dallas/Fort Worth, TX: Perot Field Fort Worth Alliance",DALLAS/FT. WORTH,TEXAS,USA,56,79,135
12/1/21,"Dallas, TX: Dallas Love Field",DALLAS/FT.WORTH,TEXAS,USA,0,46,46
12/1/21,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",DALLAS/FT.WORTH,TEXAS,USA,657643,0,657643
12/1/21,"Dallas/Fort Worth, TX: Fort Worth Meacham International",DALLAS/FT.WORTH,TEXAS,USA,0,16,16
12/1/21,"Harlingen/San Benito, TX: Valley International",HARLINGEN,TEXAS,USA,1440,6587,8027
12/1/21,"Houston, TX: George Bush Intercontinental/Houston",HOUSTON,TEXAS,USA,744036,7,744043
12/1/21,"Houston, TX: William P Hobby",HOUSTON,TEXAS,USA,73264,21,73285
12/1/21,"Laredo, TX: Laredo International",LAREDO,TEXAS,USA,0,2751,2751
12/1/21,"Lufkin, TX: Angelina County",LUFKIN,TEXAS,USA,0,9,9
12/1/21,"Mission/McAllen/Edinburg, TX: McAllen Miller International",MISSION/MCALLEN,TEXAS,USA,86,618,704
12/1/21,"San Antonio, TX: San Antonio International",SAN ANTONIO,TEXAS,USA,60171,399,60570
12/1/21,"Salt Lake City, UT: Salt Lake City International",SALT LAKE CITY,UTAH,USA,62962,16,62978
12/1/21,"Burlington, VT: Burlington International",BURLINGTON,VERMONT,USA,0,1,1
12/1/21,"Richmond, VA: Richmond International",RICHMOND,VIRGINIA,USA,130,3,133
12/1/21,"Everett, WA: Snohomish County",EVERETT,WASHINGTON,USA,0,1,1
12/1/21,"Friday Harbor, WA: Friday Harbor Airport",FRIDAY HARBOR,WASHINGTON,USA,0,7,7
12/1/21,"Kenmore, WA: Kenmore Air Harbor",KENMORE,WASHINGTON,USA,0,2,2
12/1/21,"Seattle, WA: Boeing Field/King County International",SEATTLE,WASHINGTON,USA,0,456,456
12/1/21,"Seattle, WA: Lake Union Terminal",SEATTLE,WASHINGTON,USA,0,2,2
12/1/21,"Seattle, WA: Seattle/Tacoma International",SEATTLE,WASHINGTON,USA,220695,0,220695
12/1/21,"Spokane, WA: Spokane International",SPOKANE,WASHINGTON,USA,0,2,2
12/1/21,"Madison, WI: Dane County Regional-Truax Field",MADISON,WISCONSIN,USA,52,0,52
12/1/21,"Milwaukee, WI: General Mitchell International",MILWAUKEE,WISCONSIN,USA,1254,594,1848
12/1/21,"Charlotte Amalie, VI: Cyril E King",CHARLOTTE AMALIE,ST.THOMAS,USVI,1016,6,1022
2/1/19,"Guam, TT: Guam International",GUAM ISLAND,#VALUE!,#VALUE!,194004,582,194586
2/1/19,"Pago Pago, TT: Pago Pago International",PAGO PAGO,#VALUE!,#VALUE!,5699,0,5699
2/1/19,"Saipan, TT: Francisco C. Ada Saipan International",SAIPAN,#VALUE!,#VALUE!,42715,0,42715
2/1/19,"San Juan, PR: Isla Grande",SAN JUAN,#VALUE!,#VALUE!,0,8,8
2/1/19,"San Juan, PR: Luis Munoz Marin International",SAN JUAN,#VALUE!,#VALUE!,62805,359,63164
2/1/19,"Kona, HI: Ellison Onizuka Kona International at Keahole",KONA,HAWAII,"HAWAII, USA",24874,0,24874
2/1/19,"Lihue, HI: Lihue Airport",LIHUE,KAUAI,"HAWAII, USA",11173,0,11173
2/1/19,"Lanai, HI: Lanai Airport",LANAI CITY,LANAI,"HAWAII, USA",0,4,4
2/1/19,"Kahului, HI: Kahului Airport",KAHULUI,MAUI,"HAWAII, USA",50358,2,50360
2/1/19,"Honolulu, HI: Daniel K Inouye International",HONOLULU,OAHU,"HAWAII, USA",418349,920,419269
2/1/19,"Hartford, CT: Bradley International",HARTFORD,CT/SPRINGFIELD,"MA, USA",6530,310,6840
2/1/19,"Bullhead City, AZ: Laughlin/Bullhead International",BULLHEAD CITY,AZ/LAUGHLIN,"NV, USA",0,667,667
2/1/19,"Anchorage, AK: Elmendorf AFB",ANCHORAGE,ALASKA,USA,0,90,90
2/1/19,"Anchorage, AK: Ted Stevens Anchorage International",ANCHORAGE,ALASKA,USA,161,13,174
2/1/19,"Ketchikan, AK: Ketchikan International",KETCHIKAN,ALASKA,USA,0,16,16
2/1/19,"Phoenix, AZ: Phoenix Sky Harbor International",PHOENIX,ARIZONA,USA,194960,156,195116
2/1/19,"Tucson, AZ: Tucson International",TUCSON,ARIZONA,USA,0,4,4
2/1/19,"Burbank, CA: Bob Hope",BURBANK,CALIFORNIA,USA,0,1,1
2/1/19,"Carlsbad, CA: McClellan-Palomar",CARLSBAD,CALIFORNIA,USA,0,16,16
2/1/19,"Fresno, CA: Fresno Yosemite International",FRESNO,CALIFORNIA,USA,17859,0,17859
2/1/19,"Palm Springs, CA: Palm Springs International",INDIO/PALM SPRINGS,CALIFORNIA,USA,73967,29,73996
2/1/19,"Long Beach, CA: Long Beach Airport",LONG BEACH,CALIFORNIA,USA,0,56,56
2/1/19,"Los Angeles, CA: Los Angeles International",LOS ANGELES,CALIFORNIA,USA,1721973,550,1722523
2/1/19,"Van Nuys, CA: Van Nuys Airport",LOS ANGELES,CALIFORNIA,USA,0,13,13
2/1/19,"Monterey, CA: Monterey Regional",MONTEREY,CALIFORNIA,USA,0,1,1
2/1/19,"Napa, CA: Napa County",NAPA,CALIFORNIA,USA,0,1,1
2/1/19,"Oakland, CA: Metro Oakland International",OAKLAND,CALIFORNIA,USA,42685,12,42697
2/1/19,"Ontario, CA: Ontario International",ONTARIO,CALIFORNIA,USA,19934,0,19934
2/1/19,"Redding, CA: Redding Municipal",REDDING,CALIFORNIA,USA,0,2,2
2/1/19,"Sacramento, CA: Sacramento International",SACRAMENTO,CALIFORNIA,USA,23493,1741,25234
2/1/19,"San Diego, CA: San Diego International",SAN DIEGO,CALIFORNIA,USA,71567,15,71582
2/1/19,"San Francisco, CA: San Francisco International",SAN FRANCISCO,CALIFORNIA,USA,966010,1049,967059
2/1/19,"San Jose, CA: Norman Y. Mineta San Jose International",SAN JOSE,CALIFORNIA,USA,56761,150,56911
2/1/19,"Santa Ana, CA: John Wayne Airport-Orange County",SANTA ANA,CALIFORNIA,USA,16041,0,16041
2/1/19,"Aspen, CO: Aspen Pitkin County Sardy Field",ASPEN,COLORADO,USA,0,2,2
2/1/19,"Broomfield, CO: Rocky Mountain Metro",BROOMFIELD,COLORADO,USA,0,2,2
2/1/19,"Denver, CO: Denver International",DENVER,COLORADO,USA,216838,196,217034
2/1/19,"Eagle, CO: Eagle County Regional",EAGLE,COLORADO,USA,0,1,1
2/1/19,"Washington, DC: Ronald Reagan Washington National",WASHINGTON,D.C.,USA,22876,0,22876
2/1/19,"Washington, DC: Washington Dulles International",WASHINGTON,D.C.,USA,454482,1617,456099
2/1/19,"West Palm Beach, FL: Palm Beach County Park",WEST PALM BEACH,FL-COUNTY,USA,0,7,7
2/1/19,"Boca Raton, FL: Boca Raton Public",BOCA RATON,FLORIDA,USA,0,18,18
2/1/19,"Daytona Beach, FL: Daytona Beach International",DAYTONA BEACH,FLORIDA,USA,1284,0,1284
2/1/19,"Fort Lauderdale, FL: Fort Lauderdale Executive",FT. LAUDERDALE,FLORIDA,USA,843,0,843
2/1/19,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",FT. LAUDERDALE,FLORIDA,USA,682160,793,682953
2/1/19,"Fort Myers, FL: Southwest Florida International",FT. MYERS,FLORIDA,USA,50115,0,50115
2/1/19,"Jacksonville, FL: Jacksonville International",JACKSONVILLE,FLORIDA,USA,2120,45,2165
2/1/19,"Melbourne, FL: Melbourne Orlando International",MELBOURNE,FLORIDA,USA,514,0,514
2/1/19,"Miami, FL: Miami International",MIAMI,FLORIDA,USA,1676923,7906,1684829
2/1/19,"Miami, FL: Miami Opa Locka Executive",MIAMI,FLORIDA,USA,0,67,67
2/1/19,"Miami, FL: Watson Island International",MIAMI,FLORIDA,USA,351,90,441
2/1/19,"Orlando, FL: Orlando International",ORLANDO,FLORIDA,USA,524406,51,524457
2/1/19,"Sanford, FL: Orlando Sanford International",SANFORD,FLORIDA,USA,2861,0,2861
2/1/19,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",SARASOTA/BRADENTON,FLORIDA,USA,8496,0,8496
2/1/19,"St. Petersburg, FL: St Pete Clearwater International",ST. PETERSBURG,FLORIDA,USA,3584,5,3589
2/1/19,"Tampa, FL: Tampa International",TAMPA,FLORIDA,USA,87944,44,87988
2/1/19,"West Palm Beach/Palm Beach, FL: Palm Beach International",WEST PALM BEACH,FLORIDA,USA,23221,93,23314
2/1/19,"Atlanta, GA: Dekalb Peachtree",ATLANTA,GEORGIA,USA,0,2,2
2/1/19,"Atlanta, GA: Fulton County Exec Charlie Brown Field",ATLANTA,GEORGIA,USA,0,20,20
2/1/19,"Atlanta, GA: Hartsfield-Jackson Atlanta International",ATLANTA,GEORGIA,USA,846332,202,846534
2/1/19,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",SUN VALLEY,IDAHO,USA,0,6,6
2/1/19,"Chicago, IL: Chicago Executive",CHICAGO,ILLINOIS,USA,0,2,2
2/1/19,"Chicago, IL: Chicago Midway International",CHICAGO,ILLINOIS,USA,52991,154,53145
2/1/19,"Chicago, IL: Chicago O'Hare International",CHICAGO,ILLINOIS,USA,815537,1564,817101
2/1/19,"Indianapolis, IN: Indianapolis International",INDIANAPOLIS,INDIANA,USA,8286,2930,11216
2/1/19,"Des Moines, IA: Des Moines International",DES MOINES,IOWA,USA,62,0,62
2/1/19,"Topeka, KS: Topeka Regional",TOPEKA,KANSAS,USA,0,777,777
2/1/19,"Wichita, KS: Wichita Dwight D Eisenhower National",WICHITA,KANSAS,USA,0,5,5
2/1/19,"New Orleans, LA: Louis Armstrong New Orleans International",NEW ORLEANS,LOUISIANA,USA,14595,165,14760
2/1/19,"Shreveport, LA: Shreveport Regional",SHREVEPORT,LOUISIANA,USA,50,0,50
2/1/19,"Bangor, ME: Bangor International",BANGOR,MAINE,USA,231,14,245
2/1/19,"Portland, ME: Portland International Jetport",PORTLAND,MAINE,USA,48,1,49
2/1/19,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BALTIMORE,MARYLAND,USA,75292,0,75292
2/1/19,"Bedford, MA: Laurence G Hanscom Field",BEDFORD,MASSACHUSETTS,USA,0,73,73
2/1/19,"Boston, MA: Logan International",BOSTON,MASSACHUSETTS,USA,423226,1730,424956
2/1/19,"Detroit, MI: Detroit Metro Wayne County",DETROIT,MICHIGAN,USA,231611,1512,233123
2/1/19,"Detroit, MI: Detroit Metropolitan Area",DETROIT,MICHIGAN,USA,0,1,1
2/1/19,"Pontiac, MI: Oakland County International",PONTIAC,MICHIGAN,USA,0,21,21
2/1/19,"Duluth, MN: Duluth International",DULUTH,MINNESOTA,USA,54,0,54
