State,CITY,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
NJ,Long Branch,0,0,6247,121507,224791,262351,297350,323630,339365,407398,512424,826660,1313656,1487892,1925591,2161868,2326185,2272006,2383261,2500472,2588372,2815506,2852383,3283863,4494285,4478385,5030683,4967875,5368877,5461646,5842313,6048131,5981148,6310076,6215334,6554245,6737761,6163429,6163948
NJ,Moorestown-Lenola,0,0,1035,41494,118942,147543,168521,189993,204122,241893,324954,550599,860926,943150,1158102,1268215,1365730,1328402,1384911,1446086,1508198,1661023,1697049,1956317,2719904,2788617,3140943,3088371,3333317,3403361,3650085,3794810,3770836,3996217,3933941,4138506,4247846,3886005,3886344
NJ,Newark,0,0,8744,257145,499652,550290,591911,617525,621876,699998,906825,1310929,1804650,1949921,2439633,2727056,2902627,2829279,2944703,3035196,3067534,3269263,3234902,3731445,5881946,5807034,6525147,6432790,6928034,7019424,7545388,7872258,7801645,8230156,8123467,8570237,8800018,8045325,8045912
NJ,Ocean City,0,0,65,5185,15158,20168,23257,26431,29235,33289,41444,69307,168172,189093,238280,259666,281915,276929,289282,310289,339190,381915,387164,447469,601813,601541,673460,659625,712056,726898,780029,812980,808086,852245,838931,882668,909179,834942,835044
NJ,Parsippany,0,0,4166,103738,185414,198574,215149,227155,230648,261564,339507,542247,863950,984669,1270939,1433484,1543991,1507313,1570273,1615787,1644496,1773283,1785459,2091253,3171421,3221734,3634022,3601369,3925647,4016028,4327886,4483600,4433592,4684851,4620116,4868117,5002531,4571396,4571700
NJ,Paterson,0,0,5617,211237,462297,498576,531084,555201,561616,618049,754548,1122017,1464875,1521655,1867324,2055520,2242761,2194658,2285033,2335760,2349300,2506261,2487800,2785653,3982017,3955068,4444456,4367125,4661729,4699681,5022024,5210163,5151091,5429775,5348275,5649711,5816591,5323674,5324144
NJ,Point Pleasant,0,0,4963,121739,242264,277480,308184,333934,362263,483064,569614,854136,1345547,1533403,1960073,2169760,2335609,2283005,2387804,2482489,2590463,2881122,2950271,3367146,4430925,4434121,4978736,4892862,5238654,5283553,5627178,5818632,5756706,6084812,6001955,6325408,6502167,5944789,5945268
NJ,Salem,0,0,30,3019,14046,21377,25613,28710,30762,35052,41175,69873,117655,126614,151641,166847,186542,182730,190796,199448,208712,235382,244355,285572,382605,393317,441916,430806,456353,457433,484996,501844,499368,528121,519251,544009,555337,508360,508396
NJ,Somerset,0,0,2132,60288,129670,142490,156196,164212,168395,190335,231667,348131,549327,600880,761224,851606,924708,903761,943162,974686,993371,1069428,1066957,1223682,1832686,1838552,2073714,2057178,2257355,2322019,2505642,2609881,2589986,2745808,2712796,2861582,2953290,2704839,2705052
NJ,Trenton,0,0,1463,60025,177092,220861,242633,253844,255391,277504,340258,515758,698070,742700,904371,970680,1044383,1023007,1064072,1095032,1116200,1205596,1215827,1386734,2010157,2065099,2330715,2311268,2525322,2596683,2804860,2937653,2932656,3112882,3066323,3229796,3332291,3057801,3058132
NM,Alamogordo,0,0,0,95,323,898,3134,6390,7265,11547,28588,58181,78824,86835,108233,111464,121859,121447,127667,139361,155763,192259,230330,272842,324920,361819,412135,401409,417686,414166,445551,465142,464032,491392,482632,513966,525270,477557,480267
NM,Albuquerque,0,0,879,14335,36516,52427,107394,165621,184422,270773,543655,1084483,1416176,1430706,1664734,1674070,1792739,1764545,1850275,1961493,2060946,2292953,2455533,2899743,3615104,3964592,4521190,4416974,4657152,4755077,5209335,5434193,5365219,5630315,5615102,5970447,6037628,5489087,5531637
NM,Buffalo,0,0,0,8,31,30,31,31,30,31,100,219,248,224,259,285,331,374,403,405,432,1144,1418,1673,1946,2064,2492,2496,2637,2640,2790,2851,2815,2950,2979,3131,3145,2884,2898
NM,Carlsbad,0,0,19,238,500,1427,5070,11352,19921,36062,66972,117620,167060,174296,203951,201853,212252,207580,218790,254580,293016,330856,340350,378331,437378,468224,526281,510404,529464,517583,547883,566875,557209,578398,562036,587369,593458,538466,539923
NM,Cibolo,0,0,0,95,543,600,736,982,988,1174,2389,6767,9606,9613,11375,11293,12532,13600,14736,15618,16815,18620,19053,21292,25531,29458,34048,33160,34494,34078,36362,37539,37278,38852,38317,41022,41595,38074,38527
NM,Clovis,0,0,14,286,1123,2779,8961,18182,22140,38137,72348,113542,138513,135433,154490,151993,161214,158601,166801,180385,202708,224492,229631,261963,318059,343323,388278,378953,397516,393726,420971,437479,432432,450493,439663,461309,468167,428043,431537
NM,Deming,0,0,0,60,217,1077,4505,8141,11277,19899,47217,67537,81813,84883,98062,98030,103521,101089,105802,108930,111179,120522,129086,147409,168369,182114,207029,201255,208890,207473,223582,233582,228705,237599,231860,243372,246215,223849,224640
NM,Elizabeth,0,0,0,16,96,158,433,908,930,1138,2113,5210,6316,6117,7505,7402,7753,7743,8080,8350,8984,10554,11489,15002,19248,21080,24129,23495,24432,24161,25657,26370,25759,27372,27446,28622,28774,26092,26167
NM,Española,0,0,17,272,977,2052,5803,10175,11356,13819,26174,57191,87549,93241,106716,105870,112108,112040,119293,124971,130223,145485,161773,187976,235472,266909,300794,293949,312330,319849,349695,363597,359398,381414,381243,403915,408346,371378,374724
NM,Fort Sumner,0,0,0,0,0,0,0,0,21,35,674,2290,3575,3652,4113,4103,4974,5260,5518,6135,6473,7160,8832,11547,14463,15467,17664,17172,18278,18252,19340,19815,19422,20323,21013,22556,22994,20979,21209
NM,Gallup,0,0,62,10238,55477,88002,114842,127128,128317,138903,169123,266042,334607,331664,374973,365405,381174,370851,386073,398511,405084,448491,480298,533752,630486,698997,795318,775751,807360,804199,872320,913183,905431,946174,938294,997347,1010756,920908,935944
NM,Grants,0,0,13,829,3173,5459,8130,11616,12166,15587,32976,60930,76363,74975,86451,85352,89246,86972,90604,92856,95746,109576,117858,133339,162576,185681,214074,210807,224093,228715,248168,258603,255005,267808,264756,279875,283645,259024,262537
NM,Hobbs,0,0,16,125,546,1714,10805,27992,38551,55596,94377,174482,229216,222573,251978,247538,257086,252027,263313,306817,368342,413971,415316,446840,521685,530271,593918,576264,596714,581267,619464,651448,646188,670462,652162,687973,699997,639641,643853
NM,Las Vegas,0,0,13,45,262,512,922,1731,2759,4249,9019,19964,31236,33160,39687,39925,42017,41725,44498,49899,65519,77996,84937,100702,131764,153751,178389,175706,184399,186649,205584,213026,209994,220519,219576,232264,234864,213703,252319
NM,Los Alamos,0,0,0,131,186,200,409,715,893,1212,2759,6823,11630,13050,15213,15260,16295,16035,16890,18178,19135,23315,25788,30338,51676,71107,83473,82754,89969,100652,118666,125303,124444,131654,131838,139991,141347,128171,128440
NM,Los Lunas,0,0,14,708,1939,2741,7098,13965,16324,23494,55611,128564,167967,168099,194892,195993,208907,205898,216762,230814,244477,276803,300976,369175,452643,501029,571378,557378,583104,585600,637232,666897,659499,692185,686093,730440,737477,670293,674551
NM,Marion,0,0,0,279,464,484,1358,2264,3070,4931,9987,21519,35340,39398,48461,49918,53044,52265,54733,57042,59364,72516,99358,124935,159687,176975,204632,199911,210244,219209,244817,258572,256802,270136,272768,296147,301305,274469,277262
NM,McAllen,0,0,0,0,14,573,2273,2844,2956,3413,4507,6571,8801,9421,10872,10724,11224,10956,11909,14785,15764,17320,18503,20543,26456,29187,33585,32921,34248,33874,36194,37459,37241,38694,38099,40172,41041,37392,37612
NM,Mora,0,0,0,0,0,0,88,186,199,348,727,2369,4243,4276,5137,5068,5284,5193,5479,6012,7492,10708,11620,13755,17396,20331,23391,22885,24094,24636,27115,28318,27725,29028,28700,30230,30419,27557,27666
NM,Moriarty,0,0,6,306,637,1076,1551,1921,1972,2823,5784,12850,16913,17361,20567,20803,24062,26118,27745,30189,34772,42029,46486,55760,67655,72369,82536,80497,84181,84390,90540,93224,92187,96381,94932,101145,102274,92859,93428
NM,North Platte,0,0,0,36,62,198,1208,4462,5577,9116,16778,29042,38598,41779,48665,48464,52941,52759,55334,63171,74009,87582,97665,111353,131604,141485,160509,157256,164397,162890,177849,186997,184486,192022,188064,198569,202118,183902,184839
NM,Portales,0,0,5,78,653,1506,2791,5405,7310,11720,22444,39248,51666,50751,57397,56308,60963,60635,63550,69223,75015,82363,86590,102693,124260,136095,154316,150032,155992,153777,163741,174411,173893,181177,176659,185833,189086,173286,174532
NM,Reserve,0,0,0,29,57,60,99,150,265,284,616,1576,2062,2180,2575,2623,2895,2877,3018,3481,4051,5642,7364,8560,10269,11054,12763,12585,13048,12883,13770,14639,14358,14939,14892,16008,16332,14840,14840
NM,Rio Rancho,0,0,164,7383,15165,19256,27549,36083,39001,52142,100592,213036,289345,296122,344175,349124,371869,365812,384080,406949,428435,482225,521820,623725,789117,898079,1029798,1007285,1063226,1086872,1188896,1243034,1229470,1291202,1282386,1361077,1376226,1252405,1271094
NM,Roswell,0,0,52,559,990,1828,6078,16533,28944,52150,98574,185123,239145,237016,269375,264327,278102,271540,282575,304969,341384,384242,399484,454116,548505,589221,660386,640382,663920,648085,690471,715924,710997,737851,717577,750576,760055,690739,692490
NM,San Juan,0,0,145,7424,38758,63209,85430,95905,97636,110766,140397,253928,368482,372692,422433,421970,467119,468417,490938,511190,531669,624531,739590,858928,999485,1099267,1254363,1222358,1271658,1265121,1379784,1435535,1413575,1476552,1482717,1589542,1609432,1461249,1426413
NM,Santa Fe,0,0,294,2343,3723,5414,12007,21790,27610,42298,101335,199876,258951,263762,301657,299362,319506,316213,332780,348483,359934,397587,422194,493573,660276,756446,868323,853737,913411,954836,1058575,1111591,1099344,1155097,1153948,1221353,1233292,1121535,1129225
NM,Schuyler,0,0,0,80,155,213,323,549,788,1285,3236,12433,18914,19216,22149,22063,23738,23874,24935,26770,31561,38683,45236,51750,61287,65276,74693,72732,75618,74292,78866,80511,78737,82472,81431,85322,86201,78371,78628
NM,Socorro,0,0,41,619,1498,1674,2016,2318,2596,5283,12864,25014,32135,33253,38209,38296,40793,39743,41415,43175,46403,51637,57292,74142,92036,103492,117208,113844,119330,119462,128301,133023,131415,137069,135079,143449,145442,132419,133185
NM,Taos,0,0,65,455,671,1007,2026,3425,3835,5546,15477,31558,40865,41637,49069,49123,51836,51014,54815,57985,64091,71927,80592,96488,123416,143796,163719,160117,168856,173740,191849,198184,195388,207598,209831,222357,223837,203156,204144
NM,Truth or Consequences,0,0,0,2,31,143,581,1046,1226,2363,6439,14254,19548,19079,21925,21740,23753,23414,24264,25466,27406,31503,35635,44142,51307,54996,62607,61084,63603,64257,70089,71740,69984,72892,71496,75724,76703,69570,69908
NM,Tucumcari,0,0,0,52,124,138,595,1463,2075,2715,4915,9468,11569,11512,13149,13012,15487,15865,16803,19996,24896,30685,34598,46070,53736,54513,61482,59992,62371,62263,67041,71029,70783,73874,72548,76809,78357,71457,71872
NV,Battle Mountain,0,0,0,23,521,757,1354,1648,2043,2871,4407,10061,12770,12304,13743,13410,14224,14134,14971,15310,17674,23759,24982,26904,28776,31595,36686,35325,36654,35709,37836,38619,37800,39920,39069,41080,41218,37570,37788
NV,Crescent Valley,0,0,0,0,0,5,44,123,285,321,570,828,1282,1360,1550,1504,1672,1650,1801,1924,3015,6100,6832,7761,8429,8356,7693,4950,5129,5051,5322,5384,5260,5510,5409,5796,5700,5360,5362
NV,Dyer,0,0,0,0,0,0,0,0,0,0,110,760,1058,1033,1155,1140,1178,1140,1224,1279,1371,1807,1851,1932,2321,2466,3037,3266,3355,3244,3487,3678,3550,3657,3682,3815,3826,3472,3472
NV,Elko,0,0,34,318,588,1600,8724,19423,26779,36649,62508,107263,126757,123822,142642,141954,152064,152912,163215,172088,191831,261540,279262,299983,328900,339870,372561,348628,361916,353991,375945,386819,377227,392816,382174,396818,397476,360251,361793
NV,Ely,0,0,2,60,93,92,269,560,1406,2921,6034,10079,13013,14492,17151,16993,19081,18772,20026,21312,26617,38271,41740,44770,49439,53279,57138,50921,52489,50916,52909,52988,51457,53515,52180,54703,55528,49759,49747
NV,Emporia,0,0,5,384,1422,2749,4696,8098,11649,16442,23853,55252,74560,74844,87609,90761,99113,98733,106237,124126,160789,197789,208202,228426,263961,292371,322716,301375,315178,315570,341414,352665,345437,359784,352654,369852,373228,341165,343354
NV,Eureka,0,0,11,687,2108,2373,2679,3224,3540,4688,7168,19231,28445,29057,33258,33787,36623,36227,38265,40753,49291,74543,89784,99665,112897,122830,113666,75151,77809,76368,81545,82910,80922,84474,82013,85287,85870,77956,78237
NV,Fallon,0,0,0,43,179,288,931,2247,3807,5743,16119,35780,50420,52232,60089,60017,63711,62961,66912,71721,87166,112823,122790,135322,154089,174834,201644,197176,204690,201324,215557,224087,219140,228342,222618,232194,233748,212644,213373
NV,Keyser,0,0,0,20,124,122,250,351,381,469,1442,5024,6902,8026,9386,9180,9568,9270,9842,11258,14073,16954,17748,20035,22974,26103,33672,37853,39276,38829,42254,43566,42653,44374,43001,44985,45633,41909,42062
NV,Las Vegas,0,0,4764,76267,164402,288080,854844,1615115,1895897,2300230,2924611,4506789,6079077,6203283,7164364,7176395,7693677,7652270,8333938,9086437,9379495,10339921,10409074,11256310,13627727,14109818,16185381,16105909,16897044,16996691,18511778,19633759,19180012,19926516,19439607,20358530,20602083,18705636,18794015
NV,Lovelock,0,0,0,0,0,128,352,472,626,698,1427,8969,26485,25918,29211,28447,29655,29092,30120,30540,31053,33798,34277,37119,38958,38743,53034,63858,66083,64688,69362,70480,68581,71412,69280,72046,72833,65910,66151
NV,North Platte,0,0,0,0,44,60,78,157,195,833,3470,7714,9687,9667,10874,10780,11206,11154,11849,12867,14023,16542,20437,22282,25368,26499,24372,16457,17023,16486,17214,17360,17420,19468,19211,20618,20453,19058,19296
NV,Omaha,0,0,30,373,771,1389,3139,6584,8330,11308,16676,48484,68574,68595,80421,82255,88966,89408,94638,104627,124215,141845,148436,160865,194687,217541,236264,218634,230428,231063,249128,256750,251409,262373,255850,267249,269266,245534,246742
NV,Pahrump,0,0,16,568,1590,2244,6663,13045,14715,18078,30495,52685,71504,75964,87652,86403,91297,89884,96124,106609,117766,136550,143783,159857,179065,188013,221948,223990,233211,232282,251921,261274,258438,268989,263380,279225,280930,255572,256345
NV,Reno,0,0,835,15566,37587,61053,120658,192542,248281,348176,557585,959840,1203788,1182418,1348359,1343308,1416003,1382394,1450204,1563725,1746895,1969462,2014469,2174936,2581919,2816906,3202866,3140365,3291367,3311049,3603461,3714821,3653220,3810960,3717443,3880219,3917554,3568577,3592996
NV,Virginia City,0,0,0,0,17,37,73,165,266,545,957,1956,2118,2103,2589,2801,3360,3411,3758,4134,4889,6221,6657,7424,8601,9215,7769,3982,4171,4426,4927,5139,5106,5404,5385,5722,5666,5470,5507
NY,Albany,0,0,2063,17951,48495,60476,71103,82050,88435,105305,139039,264960,481501,557492,673275,704445,757154,740894,769618,802213,839070,941961,988451,1153193,1549965,1601250,1809379,1797790,1984652,2005984,2121477,2183015,2161833,2290121,2257696,2362286,2402854,2204482,2224927
NY,Atlanta,0,0,13,846,4645,7031,8242,9320,9708,11021,12379,28164,60632,83999,110195,120561,134148,132579,137706,142828,155733,191417,217760,263584,324073,337615,384540,384992,418750,419174,440644,452553,451579,483866,477026,499244,507082,464506,469439
NY,Auburn,0,0,20,880,2036,3138,4011,5021,5845,9204,19248,55063,128450,144328,170320,174897,192255,190042,197630,208051,230244,264027,278610,327140,419521,430794,490902,499839,540355,532405,556921,567157,561630,597335,587574,613494,622640,572285,578734
NY,Binghamton,0,0,202,4816,13147,19476,26809,36484,43293,85346,134097,208837,329699,385229,491339,518635,568080,558540,579939,598917,637765,742317,803123,951406,1204920,1220245,1385560,1387218,1527436,1522349,1594005,1624796,1608331,1705087,1682547,1762009,1791854,1641962,1662724
NY,Boston,0,0,36037,680956,1162622,1220921,1311171,1367696,1373209,1484058,1621007,2415999,3798339,4303397,5339106,5743904,6177668,6030919,6273828,6508709,6730178,7360874,7440730,8598084,11962907,11766338,13146122,12907062,13895793,13991525,14921731,15419615,15266850,16131131,15910934,16879124,17373391,15872045,15960185
NY,Bowling Green,0,0,88,2372,6970,7767,8754,9660,10518,13481,15466,25402,59125,75036,93006,100592,110874,109799,114991,123119,136371,165157,195044,253858,347466,364636,415406,414948,461712,469181,497689,513801,509466,543594,538391,566091,576963,529165,534953
NY,Bronx,0,0,47482,729374,1309496,1398066,1507204,1570202,1570713,1682915,1777165,2269086,3069909,3565583,4618052,5014804,5413483,5299110,5522359,5712028,5785408,6146245,6051545,6761084,10925849,10943295,12207130,11923975,12602989,12575797,13465447,13988090,13818433,14528664,14338934,15187897,15592361,14285005,14352537
NY,Brooklyn,0,0,73104,925025,1595305,1742966,1894086,1976869,2000416,2250575,2456121,3243574,4552622,5296486,6949484,7721033,8446552,8272083,8644623,9060039,9285805,10063907,10082767,11618691,18728380,18927175,21219214,20947854,22478319,22631970,24253055,25105348,24773259,26039171,25697310,27169315,27798223,25433618,25566067
NY,Buffalo,0,0,2329,56469,150738,203688,245164,284210,322295,383532,552995,1058327,1555599,1724547,2142579,2427438,2734452,2686433,2789760,2864982,2930764,3257636,3492041,4201598,5606659,5706966,6411934,6370331,7081192,7084055,7434129,7584031,7484623,7895083,7756281,8098704,8214100,7526148,7604043
NY,Centralia,0,0,6,204,449,665,998,1371,1492,2254,7410,19213,42874,53878,67335,73110,83418,84220,87707,90020,93593,109373,118337,140413,166917,168411,189528,185968,199724,197285,205310,208246,205725,216294,211787,221317,224296,205450,207641
NY,Cincinnati,0,0,27,82,145,167,194,314,432,490,870,2358,4614,7336,8954,8960,9561,9409,9804,10480,11857,13363,14641,17398,22595,22847,26404,26506,28558,28266,29910,30540,30076,31673,31487,32984,33673,30730,30985
NY,Clinton,0,0,121,1354,2595,2962,3455,4187,4636,6259,11023,22638,61373,89060,121492,134549,148375,145124,150751,153701,164262,203521,226498,277292,389482,441560,511573,511880,563198,568687,601280,616532,611524,652518,643191,674876,686560,631512,642969
NY,Columbus,0,0,29,364,558,766,1198,1692,1874,2319,5513,15579,34184,50827,68687,71588,78024,76802,79604,83450,100133,128572,147407,185857,233031,246512,287473,288786,313278,312230,327968,334841,332782,355077,349422,364693,369378,337897,343370
NY,Cookeville,0,0,1094,16869,35093,38760,42639,45315,46863,53512,66893,120471,192739,220289,275765,302617,326318,318289,330509,341715,350494,383368,385575,441690,647912,647402,725720,717309,777485,784566,835823,860251,851413,899938,887049,938017,963357,884751,890341
NY,Corning,0,0,118,4065,7182,7678,8640,9420,10526,24262,42415,79755,135502,149077,176600,187326,209556,208453,216622,221826,243941,304502,344522,426397,517887,536079,610167,604506,661027,660355,692766,707176,698433,739541,729439,765644,775970,707378,716236
NY,Cortland,0,0,40,616,1042,1286,2071,2985,4093,11800,23381,48410,78692,84194,102284,105766,116615,117614,122285,127619,140311,162968,175016,205024,269385,283279,322387,325749,353138,348656,364289,371388,368696,391454,384134,401339,406683,373625,380368
NY,Cumberland,0,0,46,782,1272,1636,2127,2520,2898,6254,19786,45035,70197,77173,91831,94826,106379,106616,110624,112581,117619,139695,164566,203863,238321,241354,274649,269608,289046,286810,300236,304435,301137,317714,311350,324859,330190,301714,305487
NY,Dayton,0,0,58,927,2219,3135,4229,5674,6637,7816,10535,27110,64369,82863,104231,115473,129938,127609,132318,137847,149126,179559,200811,242406,308079,321337,364301,360537,389266,389149,408886,418130,414116,440497,433488,452467,459663,421078,424960
NY,Detroit,0,0,103,1415,2885,4118,6684,8185,9105,12238,24335,56161,108048,120399,143936,155353,174796,173310,180186,187915,202768,245851,280973,353592,447682,465782,527402,526343,575241,570214,598054,609729,601963,638360,628859,658349,669223,612290,619944
NY,Elmira,0,0,82,2070,4098,4148,4719,5681,9094,36935,72175,119361,167567,175625,204441,213107,233976,232804,242088,248664,264597,327492,362074,433283,558535,578345,654582,647564,703389,698723,731002,743271,734496,777508,769103,807069,816164,744436,752087
NY,Evans,0,0,174,2875,9993,13023,15183,17057,17402,20060,26512,39925,72253,90108,109579,114167,123802,121898,127014,131098,136536,153565,161069,195662,260228,271987,308479,305810,337578,342021,363474,374624,372817,397174,391585,410479,419843,388213,393616
NY,Fayetteville,0,0,55,1725,6583,7264,7745,8102,8487,9997,12064,18888,43043,59896,77235,84910,95287,94724,98513,103032,113731,139480,172752,234238,310448,325839,370191,365947,402176,405064,425155,435106,430683,457214,450474,472828,480893,442211,449008
NY,Flint,0,0,53,2535,5535,6526,7842,8800,9297,11385,19407,56253,108432,117840,142458,150645,165695,163047,168886,171997,178870,212175,238683,293919,368849,375432,420743,413641,448563,444677,463835,469342,461297,487742,479789,500957,507593,463869,469179
NY,Geneva,0,0,139,1787,4444,7007,9669,11428,13210,17647,29272,69723,138119,154085,187745,203246,226114,222105,230757,238409,250777,285489,320691,400995,516791,535981,609169,611129,672285,669662,705439,721338,712219,757105,747316,783322,798521,732277,741331
NY,Huntsville,0,0,171,2996,8054,10102,11720,13137,14441,16454,22196,51054,92418,103137,122787,127853,138581,136824,142176,146841,158202,187359,206705,254414,332880,349257,398235,406106,445410,440598,460766,469655,464231,493940,485994,507189,513480,470561,475732
NY,Ilion,0,0,88,1212,2693,3939,6230,8638,9517,11407,15605,41122,104236,123862,144588,146744,158065,155657,162000,167551,176416,205518,230664,286399,364472,373455,422484,422799,461039,458164,479495,490516,484833,513668,504767,526011,532967,489251,493565
NY,Ithaca,0,0,364,3276,4367,5163,6168,7445,11140,16370,24822,50491,79320,92080,113264,120967,131592,130388,135812,145506,171926,198917,210186,288296,442871,475589,554281,581817,660974,671551,712245,733947,730808,774431,762635,799059,810224,742700,753078
NY,Jamestown,0,0,24,651,1666,3251,5599,8682,15491,23918,37989,77670,160991,195753,235796,248978,272672,268432,278379,286843,316003,378164,413406,510823,629902,644536,726389,710246,768091,771070,808432,826543,819051,865663,850242,885726,898250,823235,833851
NY,Kingsport,0,0,616,13640,36535,42852,45490,46346,46863,52169,59833,80130,115019,125733,158010,181213,202728,200151,208321,218057,230011,258562,271955,329835,486443,503303,566109,557115,600990,605582,641541,663676,660118,699663,692982,730163,748949,689647,696064
NY,Kingston,0,0,1120,21942,46984,52191,58457,64961,66786,74542,85856,141344,228559,264631,338377,385963,426063,417165,433940,454005,480860,530564,546580,636071,830118,850915,966207,965901,1057254,1066158,1131923,1166868,1158750,1231836,1217920,1281753,1312625,1208487,1220620
NY,Levittown,0,0,50066,758128,1201241,1236973,1317704,1362546,1375491,1501064,1637160,2275253,3413712,3896315,4901505,5265358,5647391,5509113,5738625,5973507,6124961,6604431,6613669,7649311,11231479,11084123,12404972,12252657,13296483,13461884,14432946,14944201,14781659,15585566,15393611,16329725,16786254,15345435,15431679
NY,Louisville,0,0,52,1356,2135,2419,3303,4424,4800,5880,10605,35592,91217,123893,155839,162742,183207,184001,192553,199050,216456,266462,311096,384825,498912,538195,613436,610205,668448,669372,705394,725085,724350,773939,766556,805177,822860,760403,770054
NY,Manhattan,0,0,48584,466547,766989,829141,915051,971975,985009,1081153,1212075,1674252,2323258,2696970,3541240,3917277,4238621,4148070,4348435,4610303,4778233,5177849,5186656,6312408,10963948,11156500,12608448,12692449,13859608,14182406,15367238,15997406,15830207,16704085,16529021,17497725,17917031,16384067,16479731
NY,Mullens,0,0,68,1081,2388,2745,3205,3699,3911,5057,10479,29445,62424,74853,91688,96978,108638,107433,111803,113388,115441,133094,146313,180820,225172,228102,255611,250504,270947,269052,280414,285652,279999,294912,289769,301987,304591,277732,280772
NY,Muncie,0,0,82,1304,2137,2632,2907,3330,3842,4864,8292,16600,30190,38199,53063,63928,71847,71391,74542,78989,88059,107487,120840,155129,201173,208293,235993,236878,258517,260624,274587,281351,278641,294524,289783,303142,309785,284641,286958
NY,New City,0,0,15364,246801,391517,402886,426210,435099,441415,527477,596026,762020,967755,1026480,1275444,1358847,1445899,1408368,1463879,1499603,1509634,1633635,1635939,1814037,2547698,2538184,2838944,2795975,2996904,2996444,3183196,3278884,3237102,3406923,3352466,3541302,3630972,3322571,3339962
NY,New Orleans,0,0,23,1189,4846,7959,8900,9321,9637,11324,15377,29544,56489,65767,78012,82428,94411,93559,97116,99769,106536,130930,151266,188335,232138,236621,265070,260995,283845,281515,293981,298134,293284,309670,303767,317055,321798,295645,298734
NY,New York,0,0,85678,1070231,1803674,1917568,2069270,2143393,2140093,2321480,2490059,3288385,4643278,5368469,6957540,7691263,8346756,8164548,8512985,8824103,8920816,9512398,9411938,10672827,17394039,17659502,19740230,19387563,20825575,21026023,22645021,23570772,23320200,24560737,24283149,25735354,26386346,24125521,24238521
NY,Newark,0,0,41,452,1021,1199,1580,2380,4632,5751,7088,12673,27929,34611,43231,44760,48762,47782,49886,52621,56884,69491,82855,102858,139538,148764,171548,173727,191046,193711,205270,210637,208396,221909,219184,229405,233534,214991,219569
NY,Niagara Falls,0,0,240,6685,23522,34714,42023,47482,51049,60270,84576,193923,354732,409925,491833,538755,609311,600940,623955,639009,654118,734498,796623,976426,1287016,1308680,1471717,1453441,1593318,1589373,1664194,1694543,1668061,1754337,1723556,1797389,1820126,1667288,1682943
NY,Norwich,0,0,85,2035,3533,4158,5471,6775,7294,9810,15529,28143,51840,64394,80615,91648,105447,104916,109255,114906,122944,142166,155173,191172,241151,250649,285318,282925,307272,306352,320698,327354,326152,345505,340587,357273,361890,330582,333877
NY,Ogdensburg,0,0,71,3036,5913,6397,7417,8215,9235,11206,17785,45093,104319,139138,179311,184715,201582,199154,207560,217996,254439,316471,358353,439444,534191,558346,644561,647944,699073,691946,724511,741096,734119,778136,764228,795807,804084,734664,744988
NY,Olean,0,0,17,847,2088,3184,4363,5407,7318,12238,22698,57172,100610,115745,142487,152870,172996,171567,178137,183482,196823,233338,272000,336947,404536,417673,474265,466447,503195,502474,526927,538842,536622,568055,558270,581592,589433,538860,544010
NY,Oneonta,0,0,64,1329,2102,2377,2924,3752,9021,11445,14778,28706,49778,60856,81707,94267,105166,103809,107777,113014,121959,139416,150535,187995,249152,264350,302063,302843,333679,337225,356655,367793,365306,387568,381007,398310,405546,372771,376063
NY,Orlando,0,0,9114,165972,303034,317637,337679,348697,351778,404034,456889,625094,866755,969084,1239174,1369026,1482094,1449179,1507357,1565893,1614108,1765391,1803024,2073565,2912126,2928011,3280397,3227666,3469641,3475549,3688538,3805120,3762441,3977098,3921202,4133225,4258444,3914365,3941349
NY,Oswego,0,0,57,1275,2640,4375,6928,8327,12027,17807,30720,78997,143028,161345,195209,207715,230339,228516,237479,248713,278991,349442,394475,486445,641227,682093,786977,814766,896147,885335,926226,947661,942909,1010239,995279,1038324,1054722,969458,979758
NY,Penn Yan,0,0,0,227,841,1229,1538,1805,1868,2764,6038,11703,23612,27843,32101,32948,36114,35359,36603,37546,40582,48815,55559,68366,86715,90604,103316,103758,115333,114587,120205,122531,121381,130029,128110,133829,136046,124404,125317
NY,Pontiac,0,0,59,1083,3238,3689,4644,5478,5900,7679,15270,39051,78956,92906,114003,119315,135383,135573,140919,144105,152387,174672,196986,245246,307291,316844,357462,353170,383783,380959,398982,405565,399067,422139,415174,433695,439875,402290,407061
NY,Poughkeepsie,0,0,2509,57892,109213,122251,134444,145241,150434,164942,188393,299192,492565,582751,747408,828884,903281,884056,918589,957218,997059,1093735,1108353,1263674,1734658,1754260,1968199,1937338,2093276,2109158,2244109,2314667,2290249,2420475,2387668,2519573,2584530,2374960,2394447
NY,Richmond,0,0,15591,240282,399570,415548,447233,466344,469051,516457,596644,902810,1330923,1483547,1887986,2086934,2279457,2235482,2343544,2458613,2526964,2711736,2696828,3063794,4558375,4512687,5041198,4950543,5294768,5319258,5680739,5872015,5787830,6097135,5999408,6307876,6445527,5892355,5922771
