State,CITY,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
AL,Abbeville,0,0,14,1046,3060,6522,10527,14516,15803,17203,18228,23687,31396,33219,38494,37538,39409,38095,39771,42375,45971,51810,52430,55715,68549,78482,88940,86545,89703,87803,95774,101199,101673,106642,103689,108319,110440,101407,102413
AL,Alexander City,0,0,55,4380,11037,14604,21545,29864,33556,39230,47907,65471,85523,96891,116109,117476,125286,123746,132703,154811,186861,217149,215987,229486,285510,312567,351722,341947,355034,348648,376224,397300,402957,421572,410262,429374,441130,405972,409237
AL,Andalusia,0,0,10,553,1810,5273,16400,29248,38110,50269,61248,80338,100868,107088,124460,122095,128724,127900,138066,162278,185475,206385,205461,217948,244648,255734,287175,279460,290067,284661,309045,322046,321414,339661,331202,347063,354149,327410,330537
AL,Anniston,0,0,41,1873,4034,6094,22622,63789,94417,127090,168264,252159,338516,355404,435025,429881,451057,441259,463553,508344,592637,683857,674109,706765,811801,870951,998289,971073,1006894,985155,1051849,1090729,1103315,1190369,1161913,1216401,1244178,1148083,1159628
AL,Asheboro,0,0,9,1177,3413,4249,9153,13617,17644,23919,28424,35586,43159,44298,52660,53204,56441,56056,59340,68154,85688,100865,99894,106346,130609,139728,156919,152475,157660,153715,165176,172444,174719,183338,181194,189896,195183,180729,182893
AL,Athens,0,0,124,1654,4514,12640,35054,70218,88779,120030,155794,235520,330871,349688,404151,399493,420029,411088,432358,479824,548353,618411,624523,660290,792151,872836,987677,961369,1000548,988300,1063232,1110846,1120594,1173235,1144377,1197864,1224910,1129504,1139948
AL,Cape Coral,0,0,509,7711,14176,23251,58748,99368,164853,197831,217054,278920,379216,407500,471294,467793,494850,487541,514385,574800,647275,727507,762979,804877,975771,1040478,1165003,1130388,1175915,1161767,1252112,1314317,1315699,1371650,1334655,1396524,1431271,1321821,1334525
AL,Clanton,0,0,48,1043,2359,4408,13228,28737,42582,55047,62718,80853,102925,103977,123019,123572,134802,133979,141563,158994,183345,204245,207604,222987,263477,289731,336492,332469,345243,337070,358209,370713,368941,385069,374064,389201,394986,361517,364146
AL,Columbus,0,0,23,570,10067,21453,30881,42546,50906,60634,70483,90533,111924,110190,127276,126213,132065,129215,135893,151530,167139,184308,186723,199434,233445,269964,304978,295975,307161,299899,316773,326670,333896,350689,341966,357040,364132,334515,337166
AL,Cullman,0,0,57,1079,2304,8071,22848,43326,53793,69289,110602,183025,245830,245794,284241,284769,301988,298054,314499,351320,411905,473833,477078,508978,601037,670942,758453,736108,764794,752207,813055,851023,865698,913901,890173,928938,950746,875697,882737
AL,Dallas,0,0,14,593,4610,15438,33643,45846,51728,57178,62695,78686,93497,92607,107601,105700,110589,108182,113442,122678,136738,152030,157807,166070,203767,228034,258959,252055,261561,257622,283142,301316,300610,313879,305438,319065,326442,304165,308579
AL,Daphne,0,0,96,2877,7492,12103,54402,120262,150627,197611,233249,347962,498393,534564,625590,621098,661392,654819,711605,905658,1054750,1147279,1134782,1195056,1420199,1520177,1712357,1666070,1734700,1728276,1876062,1957720,1955905,2040322,1987001,2081058,2121444,1943016,1956871
AL,Dayton,0,0,182,5348,27800,83873,153216,223083,254984,298342,347838,441158,581324,613236,718793,720255,762327,751921,789217,867131,964250,1050942,1031534,1090327,1394086,1504610,1691513,1645612,1717591,1708787,1881581,1985660,1985333,2077284,2025889,2132352,2200397,2041541,2068077
AL,DeKalb,0,0,21,1122,5468,10993,35529,60532,69197,94569,127997,186802,235194,233346,266799,262586,274583,268991,283969,313748,350687,388764,385022,409750,468636,511517,579208,562515,582836,568940,604145,629326,631743,658969,642996,670922,681902,626235,630614
AL,Decatur,0,0,102,1884,5791,22273,55563,90729,107794,135533,185767,300959,408938,412747,478893,471710,495948,487262,510645,553429,631569,715141,739778,786504,964664,1091351,1233059,1196921,1242815,1224136,1324504,1396162,1415902,1486259,1452626,1520471,1557750,1436353,1451810
AL,Demopolis,0,0,18,762,3272,6574,12250,18295,20728,28253,34110,47107,61799,63418,76356,74654,77399,75142,79065,86113,94936,103522,102413,106628,123119,136104,159983,155576,161140,158713,170616,175599,173358,180506,175193,182156,184981,169508,170655
AL,Easley,0,0,13,879,2422,4498,8950,14236,18508,24004,32438,45986,59919,61130,71068,69923,72759,70989,73908,80655,88428,97554,99016,104648,127713,140599,161881,157666,163380,160157,170154,176183,177266,185594,181292,188933,191715,175834,177661
AL,Enterprise,0,0,0,1437,5318,8686,15777,27544,37060,50266,65012,93918,134071,143867,164865,162687,172209,168916,182323,223498,255969,284134,280952,295098,343736,368559,414078,407274,423541,418848,451159,475312,476186,497248,484229,504442,514174,475218,481095
AL,Eufaula,0,0,0,506,2651,7316,14152,20852,24533,30227,33813,40740,53499,57190,67719,67929,71886,70324,74251,85477,99555,110190,109460,115585,141266,151020,170091,169779,176211,173385,189151,201190,205151,214352,208539,217095,222771,207060,209667
AL,Evergreen,0,0,0,177,626,3094,8422,13474,15443,17130,19194,24321,28977,29348,33434,32790,34353,33986,36208,42156,51636,57456,57379,60355,72581,78756,88180,85806,89024,87669,95078,99966,99654,103820,100804,105183,107673,99886,100974
AL,Fayetteville,0,0,21,443,1734,2644,5954,13802,16232,19972,25745,32612,42001,42673,49788,49527,52006,51097,53935,64353,72079,77669,76603,79964,91863,100761,115335,111914,115878,113597,121943,125628,124193,129335,125577,131087,133398,122446,123113
AL,Florence,0,0,86,676,3358,7787,21590,39004,47902,63689,101709,164938,230959,236499,274741,277570,293210,287654,304545,341570,386568,438184,445074,473869,578322,657705,744213,723157,750786,739865,793521,832139,840027,877815,857855,897919,918124,844807,851743
AL,Gadsden,0,0,38,2462,6217,11139,37896,73902,97079,123586,162360,259869,355978,362029,418950,410789,430789,424558,448032,494687,551004,611753,599167,626845,723273,789159,891031,862828,892546,870414,924009,953753,949294,999698,978562,1021631,1039582,951597,958367
AL,Geneva,0,0,0,91,702,1484,4053,10049,16083,25514,33086,44867,61513,65696,75092,73784,78239,77274,82369,100726,124089,141098,138584,145458,159495,169991,193640,193938,201327,197876,212413,221917,220619,231007,225284,234332,238635,219922,223013
AL,Heber Springs,0,0,24,330,403,623,2034,4802,9061,15557,20434,28156,35945,37456,44174,43986,46330,45829,48519,52975,63176,76224,75749,79851,89969,97679,110089,106727,110542,107603,113546,117056,121174,127587,125076,130413,133014,122577,123973
AL,Hugo,0,0,9,482,2978,5189,7101,9371,10212,11787,12318,14292,15808,15206,17729,17679,18877,18541,19548,20401,21501,26636,27605,29812,41091,54091,63262,61466,63584,62300,65880,66716,65381,67949,65903,68274,68915,62861,63232
AL,Huntsville,0,0,742,7760,13629,35864,128182,230751,284035,355569,442632,696797,1002738,1056200,1235944,1234189,1310257,1288900,1359043,1502385,1726246,1951327,1945555,2071684,2574449,2928355,3325430,3242194,3390681,3372143,3642246,3819596,3845368,4031698,3941314,4130183,4225688,3887678,3927136
AL,Indianapolis,0,0,57,1493,3171,4616,11382,20637,26940,32341,38326,54534,74455,75960,92347,92226,97255,97127,103528,116000,135123,154504,160611,169773,196435,219436,249577,243656,253146,250066,266973,277999,278394,291570,284499,297985,305357,280920,283270
AL,Kansas City,0,0,42,914,1957,4017,15376,34746,43747,60282,82175,136456,178213,179169,205626,202777,211807,207964,222153,239778,267879,302991,303982,320864,367636,410749,464644,450771,466911,457274,485991,504665,505339,528242,515179,539555,553734,510152,514642
AL,Lexington,0,0,2,89,289,1284,3407,7834,11984,16564,22625,37656,51507,54515,63245,62817,66038,65326,68931,73553,80148,89989,95997,103974,117485,128532,153690,149404,154615,150847,159096,164370,164473,172712,168563,175648,179108,163838,164837
AL,Louisville,0,0,1960,18995,42546,85149,254382,454612,572863,712515,882894,1377619,1958491,2009797,2351128,2345757,2519208,2511278,2644488,2959604,3354723,3675953,3619849,3814380,4825360,5245357,5928342,5769989,6009692,5973873,6467961,6765052,6778595,7089588,6917256,7239432,7396556,6860298,6949532
AL,Luverne,0,0,6,175,1488,3174,5386,11875,15280,17982,20208,25318,36024,38938,45992,45030,47435,46717,50151,57316,68051,75649,76910,81883,96957,104416,117276,114156,118939,116962,125424,130579,130700,136447,132422,138450,142993,131839,132688
AL,Macon,0,0,5,655,1631,3391,7954,14740,18397,23833,30545,46947,65492,66821,77486,76980,81656,80337,85120,97733,115790,130664,129523,136347,162333,176267,198477,192818,200334,197812,211676,220502,223855,234013,228109,237619,243030,224480,226623
AL,Marshalltown,0,0,29,4326,17771,29405,68824,103672,113526,131234,161393,247071,312085,310139,361008,359792,380253,373072,392682,438927,508213,566038,561201,590256,678856,750706,844726,820554,850980,832613,884141,914224,920528,961038,935785,975622,995740,915829,923324
AL,Maryville,0,0,28,590,1463,3624,13606,31769,44555,56017,76472,121076,162231,166988,196097,195582,209265,208089,220072,244577,278005,312850,317308,338797,385416,406654,460826,448362,465566,455808,486463,504149,502390,532248,521807,546194,559206,517622,523713
AL,McDonough,0,0,0,403,1354,3163,5551,9318,13477,19532,24320,32178,46384,49736,57297,56350,59016,58270,62291,74547,86209,96178,95468,100707,114601,122374,138365,137135,142233,140733,152765,160482,160598,169271,165235,172109,175611,162412,164241
AL,Memphis,0,0,607,6838,12425,21326,63344,116029,162428,214880,271980,409462,565686,594701,700413,695590,760559,767485,812554,911237,1039954,1155855,1144011,1210084,1487515,1624411,1859716,1822526,1902545,1886878,2024715,2102817,2107479,2223458,2172571,2272087,2320786,2159484,2188048
AL,Middletown,0,0,7,437,7970,15689,20946,24943,26998,30241,32801,41675,51941,53271,63589,63868,67702,67158,71630,80404,91171,100861,101985,108103,128843,139159,156350,151707,157243,154787,167584,176976,179794,187705,182122,190505,195714,181503,183435
AL,Millbrook,0,0,126,1485,6193,17120,37307,59203,74187,94319,110803,161955,238642,254083,300879,299991,314088,308816,325558,365191,414486,465942,473295,501315,583772,633903,711013,697720,726601,717247,781107,821982,823176,860622,838673,878576,900051,829074,835527
AL,Mobile,0,0,240,16400,52100,84338,175660,336331,387730,460990,557696,706462,924135,974250,1143903,1171124,1277405,1260282,1371337,1755314,2057664,2236313,2213791,2329239,2892504,3091823,3500056,3393481,3514477,3451498,3707882,3853715,3822057,3977697,3865574,4029434,4100583,3752956,3779642
AL,Moorhead,0,0,11,431,805,962,3467,9223,14890,21202,25528,31930,38788,38936,45610,45064,48550,47884,50081,55089,65184,74278,74806,79172,98348,112510,126552,122467,127037,124781,133947,140479,141326,147440,144540,152067,155594,143174,144609
AL,Muscle Shoals,0,0,14,419,2976,8064,20538,39884,47167,58588,81960,122674,162839,165630,188468,186682,195831,191932,201775,222218,246074,273044,277303,293732,374381,444365,503236,489442,507789,499894,541710,572346,579845,606365,592066,620810,636295,589132,596484
AL,New Castle,0,0,19,262,959,2089,5494,11984,16948,23828,33240,51675,74268,77336,89532,88816,94006,93594,98287,106900,119692,133080,141863,152179,182270,207065,236121,229891,238388,233364,249024,260265,263564,275874,269180,280861,285459,261596,263067
AL,Ozark,0,0,0,408,1950,5323,14986,28657,38053,50368,64732,88422,120223,126077,146063,143304,150738,147767,159689,202637,244716,274184,269668,283132,326074,343111,387648,386248,401779,397021,430612,455517,457613,479399,466894,487201,496251,457049,462371
AL,Paris,0,0,12,208,493,1364,3698,7768,9930,13875,17843,27414,36053,35965,42166,41909,44398,43922,46051,49559,55520,67205,73368,79282,89551,99153,114621,111791,116065,113977,122649,129064,130303,136905,134744,140993,143313,131412,132663
AL,Pensacola,0,0,5,379,1228,3916,18856,38532,45935,52635,56568,71983,96986,103372,118520,116762,122348,120272,127813,158229,188165,208599,207432,217287,260535,275910,309205,300287,312526,308212,331812,345860,344670,359512,350406,366165,373737,344272,346863
AL,Perryville,0,0,0,169,724,2272,9014,15074,16004,17764,19324,23732,29674,29253,33221,32347,33424,32585,33900,36034,39709,42809,42476,44172,52384,56814,64785,62771,65001,64224,69617,73042,73733,77545,75419,78850,80552,74103,74886
AL,Phenix City,0,0,7,968,3222,9098,25614,44956,50982,58570,62911,78098,101516,109981,128483,128935,137861,136254,143222,158313,175309,197125,211136,223051,261061,274595,310553,301869,313825,310119,338397,357055,357989,373546,363526,380669,391853,361624,364943
AL,Plainview,0,0,2,645,2956,7080,11725,15929,18076,22471,26356,37230,53676,56881,66294,65640,69342,67987,71221,76971,84855,94503,94754,100015,118819,127505,145151,141532,147265,145781,157332,162133,160711,166884,162251,169815,173329,158970,160398
AL,Port Huron,0,0,88,1417,2852,5613,22598,48033,64158,84834,112365,169696,230965,240077,284545,283821,304907,304481,321291,365498,438596,495570,503735,532928,642656,689645,779896,758072,788074,779533,843614,882920,892456,935930,917458,964311,991035,920452,932664
AL,Prattville,0,0,43,729,3663,11083,24228,38768,48553,60844,73997,108560,156700,168069,200009,202648,217425,216615,227908,249992,280047,307795,312251,330846,384161,426814,482818,472571,492212,486193,528252,550685,547932,572013,557133,583510,597810,549729,554013
AL,Rochester,0,0,4,230,673,3667,9641,15359,17092,19346,21947,30425,44312,45859,52187,51820,55151,53979,58290,72685,91279,101920,100552,105581,130458,145411,163122,158069,163612,160681,174149,184145,184001,191672,186395,195617,200991,186903,188848
AL,Springfield,0,0,13,746,2425,3896,6485,8195,8893,10205,11475,17149,23202,23682,27697,27365,28685,28037,29591,32336,35442,38837,38799,40841,47549,50540,57692,56129,58215,57446,62264,64200,63755,66494,64528,67526,69092,63787,64670
AL,Stewartville,0,0,17,546,1019,1392,2232,3725,4658,6020,8311,13626,18652,22744,28683,30105,33658,33381,35357,39483,47644,55098,54992,58434,71694,80228,91050,88864,92292,90539,97772,102761,104082,108794,105852,111801,114241,104685,105696
AL,Talladega,0,0,39,1152,2503,5092,17533,43663,59724,77233,94988,137910,188215,203414,241254,242632,257171,253367,267242,298881,362160,423428,423143,447157,543857,604454,688920,669431,694892,682983,736299,772784,790629,828441,807977,844663,860509,792193,801297
AL,The Villages,0,0,2,918,4316,7731,9690,11847,12560,14270,16001,21905,27688,27045,31466,30967,32521,31743,33254,35408,36660,40493,41037,43771,56262,67686,79536,77341,80552,79478,85265,88706,88115,92534,90049,93587,94899,87908,88976
AL,Troy,0,0,23,1001,3649,9446,16201,25012,33545,40122,44801,55244,75444,80294,92289,91875,96590,94260,99379,112023,131251,147630,152006,161116,189710,204480,230222,224906,235323,230155,246043,257858,260132,270950,263925,274918,280164,257396,259412
AL,Tuscaloosa,0,0,215,3790,12483,40177,91859,146765,213259,304435,356744,494178,640054,656060,764574,760551,802010,784526,821567,883561,973503,1080603,1071680,1132873,1367904,1496430,1718422,1679997,1747768,1737687,1872157,1947270,1957169,2046345,1993543,2086271,2132954,1966516,1987485
AL,Union Springs,0,0,12,219,2202,8712,12228,15592,17482,19575,20297,23341,30624,31856,36846,36507,38169,37272,38846,40692,43564,46992,45716,48076,60730,63454,70783,69249,72041,71313,78893,82671,83430,87173,85150,88910,91071,84145,84869
AL,Valdosta,0,0,6,713,4325,10991,15761,18354,19206,21421,22933,27181,33828,35958,41689,41129,43397,42581,44433,46981,50121,53849,53329,55689,67987,72169,80750,78337,81479,80356,87395,91137,91186,95279,92578,96799,100130,93327,94386
AL,Valley,0,0,166,6106,10058,13960,22682,29071,33213,39681,47667,63969,86932,92955,107087,105373,111653,111525,117751,133239,154207,173040,173671,182233,223539,234010,261976,254315,263834,259200,282058,298462,298017,310281,302388,317409,326247,301087,304185
AL,Warner Robins,0,0,40,1554,4266,9558,24643,50698,76428,113640,143714,194634,263093,276101,316686,312228,329336,323054,347283,414309,477692,535081,529103,557295,643657,686292,776657,770277,800743,792463,856071,896496,901328,942116,917018,956471,978743,904331,914703
AL,Woodstock,0,0,10,292,817,1564,4811,10329,15660,21661,27431,38130,48979,48804,55499,54716,57357,56136,59251,67356,82040,92985,93703,100912,122931,139839,158183,153566,159194,155924,167275,175995,178462,186935,183236,197407,204036,187834,189250
AR,Anniston,0,0,0,0,0,0,160,571,894,1332,3161,5817,8954,10627,12561,12276,12748,12499,13632,15747,16689,18277,17933,18987,22597,24793,29403,28811,29924,29341,31765,33637,34028,35687,34651,36057,36562,33308,33470
AR,Ashdown,0,0,0,0,48,884,2002,6721,9860,12790,16942,22284,29114,30890,37217,36869,38619,37881,40429,46767,54732,61867,63139,66569,81450,88430,100675,98205,101749,99084,105487,110088,109482,114910,112665,117324,119123,108532,108862
AR,Asheboro,0,0,12,297,703,975,2927,7779,10873,17611,25220,38282,52269,53443,63159,62368,66262,65945,70226,77137,88034,101157,101850,111210,127766,133581,156458,155407,161788,159117,170033,176686,177879,186902,184114,192543,195306,179086,180704
AR,Atlanta,0,0,0,8,124,263,602,1501,3386,8077,13410,21735,30498,29512,33849,33291,35138,34776,38347,44486,47731,52006,53703,61038,70424,73026,82701,80670,83569,81722,86854,89358,88916,92722,90534,94546,95351,86564,87044
AR,Augusta,0,0,10,30,31,109,417,737,1154,2714,5106,8552,14729,16775,19499,19250,20125,19550,20616,25513,30249,33539,33740,35928,42879,46969,53301,51823,53713,52946,57060,61872,63411,66591,65084,68938,69955,63374,63648
AR,Batesville,0,0,34,198,660,1252,3877,18381,28335,41769,54719,75177,98914,100822,114540,112051,116922,115882,129554,152547,168821,192680,198304,220981,264551,288643,327367,318163,329975,323137,344457,359874,359955,376797,368099,386637,391766,356000,358246
AR,Blytheville,0,0,0,230,1730,3159,12121,34539,46040,62440,84613,120364,150374,153134,176992,173568,181832,177368,185723,201325,225375,253799,254743,276818,341534,360500,413060,406928,422155,414038,440805,457449,458452,480148,470254,491358,498769,456366,459618
AR,Cabot,0,0,23,796,1372,2460,7696,17889,28606,47173,68665,106325,160228,182150,215772,214599,228698,227952,254752,304263,336344,366144,365060,395613,499999,540533,612805,596343,619357,608937,654988,680994,677358,709141,691771,723673,731754,665642,671986
AR,Cape Coral,0,0,0,72,318,11479,26004,29269,30989,33967,34256,41285,47761,45486,51139,49867,52292,51085,53791,57713,59582,64400,64798,69176,79417,79356,89749,87210,90325,88414,93685,96984,96561,100711,97953,101824,102663,93148,93626
AR,Cherokee Village,0,0,0,66,883,1499,2287,3865,5440,9396,16140,28567,41543,42012,47658,47058,49800,48928,54114,66103,75385,86904,90550,100561,116608,124938,142646,138933,143982,142966,154180,161027,161400,168714,164377,172032,174937,159290,159966
AR,Cleveland,0,0,14,178,432,1038,2716,6875,9724,11051,12426,22763,34913,36501,41403,40842,43215,43305,47215,52171,56179,60304,59760,63439,75437,82272,92435,89690,92984,91423,97969,101870,102548,106836,103805,108597,109902,100320,100670
AR,Columbia,0,0,27,384,612,1837,7523,18747,30046,45499,64000,99033,130488,140298,164804,162363,170439,168501,189123,222544,242666,264688,264814,289181,342827,359442,406725,395842,410568,402937,431700,449555,445679,466834,456526,479220,487566,444010,446256
AR,Columbus,0,0,0,29,80,277,1472,4274,6757,13530,20277,29685,40943,44197,51361,50504,52518,51305,54506,64546,75885,83672,83010,88469,100634,103833,117412,114292,118452,115851,123546,127720,126391,132202,128736,135459,137687,125086,125692
AR,Conway,0,0,244,1780,2775,6625,26134,43794,62774,94688,123837,193041,291258,318708,372349,369745,392654,388244,430800,509263,552396,599009,597279,650707,860726,957040,1081782,1051874,1094284,1081109,1161144,1209287,1207597,1264328,1233020,1288575,1310322,1194362,1203928
AR,Covington,0,0,2,52,93,105,932,3305,5587,8766,11383,15753,18841,18840,21699,21306,22577,22271,25835,30888,33537,36030,35732,40008,46504,47175,52977,51532,53343,52111,55601,57548,57114,60089,58822,61656,62648,57072,57432
AR,Crossett,0,0,3,294,552,1351,3952,10592,12285,15369,20905,33765,45626,48309,57883,57949,62662,61445,65048,74746,88035,97445,96228,101641,124936,138882,157831,153408,158668,155775,168043,173773,174078,182643,177896,185227,188868,173492,174984
AR,Dallas,0,0,0,27,31,137,676,2426,4479,5450,7133,12447,18229,19742,23224,22709,23529,23030,26702,31134,32869,35010,34245,35906,44121,47353,53705,52202,54447,53874,57596,58979,58935,61737,59891,62494,63353,57814,57972
AR,Dardanelle,0,0,0,49,1398,10374,26604,33716,36394,40584,45142,62849,86703,91185,105215,102447,106562,103630,108918,118686,130508,142577,141795,150809,174457,185997,211028,205509,212676,206562,217055,222781,219868,228964,223163,232170,234201,212290,212684
AR,Davenport,0,0,1,30,31,149,643,2188,2820,4870,9079,14852,23472,25516,28740,27879,29102,28695,31837,35484,44735,52640,52315,55505,60632,62187,70620,68802,71304,69915,76607,81208,80671,84628,82400,85880,87070,79472,79950
AR,Dayton,0,0,0,3,35,72,384,1542,3893,5471,6860,12728,18555,19704,23027,22571,23432,22832,24199,27772,31932,34617,34431,36509,40236,41219,46488,45603,47347,46308,49821,51640,50885,53265,51968,53977,54393,49478,49612
AR,Dermott,0,0,9,178,348,1835,7942,25535,29535,31925,33179,40929,46323,44195,49622,48321,50101,48760,50797,54307,57605,62200,60852,63556,74445,75991,85513,83180,86112,83796,88528,90853,90096,94189,91722,95365,96148,87332,87512
AR,Des Moines,0,0,24,188,280,1598,3030,5362,7422,10047,17422,32652,46441,50788,59910,59115,61859,60669,64329,72126,82144,91289,89971,94164,106319,111749,127485,124389,128584,125204,132309,135775,134389,139870,136384,141995,142947,129654,130248
AR,Dumas,0,0,26,249,544,808,2935,6346,8090,11318,14705,24222,33486,36053,41773,40805,42252,41158,43930,49100,52798,58195,57745,61400,76676,83042,93421,90779,93958,91960,99879,104171,103701,108520,105661,110445,112066,101680,102350
AR,Eldersburg,0,0,0,69,289,2726,7888,12270,17234,27774,36267,55937,73162,75144,84786,83123,87081,85204,94305,110580,122362,131800,130451,139507,159070,165400,187832,183125,190362,187117,200931,208039,206039,216051,210686,220063,222804,202886,203918
AR,Elizabeth,0,0,38,678,3414,6300,9497,17384,24153,32418,40768,60574,91023,99726,119211,119214,124905,122812,130134,142485,156495,175637,176322,191148,238169,250235,284167,277131,287437,281401,303229,319063,318183,334162,327217,340757,343963,314136,316240
AR,Evans,0,0,11,144,524,1185,3914,7564,11024,19742,27120,41906,54764,58075,71110,69977,72870,71447,76835,85823,95507,103856,101973,107278,133847,143712,165925,162591,168630,165243,177455,185838,186230,196331,192399,200928,205739,188702,190168
AR,Fayetteville,0,0,124,1461,5801,58004,150704,199535,252427,332496,408768,576164,780480,804320,925292,914912,962114,941588,1006530,1148677,1258290,1366328,1354842,1444095,1737517,1856056,2102580,2051053,2136211,2101276,2238290,2308231,2287294,2386864,2329161,2436851,2468829,2249446,2266598
AR,Forrest City,0,0,3,1434,11541,22996,29519,38323,42813,51122,57629,75284,95712,95022,107842,106531,111527,108832,115580,125915,134578,147504,145837,153732,187760,194752,219741,214377,222660,219735,235970,243788,243243,254757,248703,259291,262427,238890,239824
AR,Fort Smith,0,0,35,312,563,5898,31551,74390,99068,137573,183150,257080,369857,397394,460244,453467,472733,463449,494460,558544,621691,683113,684890,736086,856360,897006,1009143,981299,1018568,999012,1078150,1120939,1110976,1162493,1134438,1187397,1203780,1095162,1101354
AR,Hazen,0,0,0,54,62,308,1221,3133,3980,5921,9335,13689,20478,23699,27380,26659,27882,27378,29251,33863,37233,39501,38542,40734,49662,53882,60582,58845,60913,59609,63415,66557,67412,71090,69514,72878,73846,67264,67656
AR,Heber Springs,0,0,492,2078,2244,2299,4425,6838,8882,12800,18159,29910,48511,51621,59417,58724,61683,61250,68795,87850,101262,113338,115710,128005,158636,174948,198660,193355,200659,196473,212497,224699,224446,234946,229006,240417,245786,224100,225436
AR,Helena-West Helena,0,0,0,87,215,1870,6169,10698,13408,20381,25589,34575,45046,46536,53438,53061,56967,55940,60680,75142,89186,98119,96701,102474,126967,131035,147723,144207,149776,147258,157604,163224,161399,169323,170015,179357,181165,164330,164844
AR,Hope,0,0,3,120,301,1106,3486,8406,10479,15078,22012,32722,44792,49364,60486,59617,62179,61390,65972,74098,81659,89899,89540,96390,116379,123167,140172,136702,141711,139151,152319,159667,158395,165765,161894,169368,172525,157002,157888
AR,Horseshoe Bend,0,0,0,60,393,562,873,2053,4749,13118,26216,34657,45340,45546,51267,50067,52149,50901,56434,64892,68495,76737,78487,86974,102195,106503,120087,116768,121331,119435,127773,132420,131880,138395,135663,141785,143427,130928,132028
AR,Hot Springs,0,0,210,2596,3912,5144,14075,35858,50306,69485,96361,148537,225810,258672,307515,302222,316356,312600,345042,415338,454804,490548,482800,508812,583314,620007,712048,698589,724809,710002,755454,777432,771159,806829,786783,820310,829196,753922,758150
AR,Huntsville,0,0,0,23,114,3304,6993,8613,9748,12554,15850,26521,37081,38747,44045,43308,45244,44195,49094,58967,69082,75971,76176,86364,100730,106156,121256,118756,123287,121667,130413,136138,135351,141514,139835,146572,148355,135130,136016
AR,Indianapolis,0,0,0,21,32,73,460,1049,2081,4029,9186,16674,23921,25603,30948,31279,32848,32675,40445,53379,59835,65534,66380,76361,86452,90148,103840,101638,105670,103864,111446,115558,115291,121195,118506,123804,124930,113700,114784
AR,Jonesboro,0,0,45,1214,4281,10714,21625,46343,73627,121442,181239,269504,351384,351897,402387,396055,418408,411012,443780,521579,593185,658933,655447,717529,948595,1001719,1151198,1128372,1171884,1155001,1239918,1294059,1298902,1363420,1336375,1399543,1429560,1313960,1325782
AR,Kansas City,0,0,0,18,33,486,1333,3999,7733,18536,39206,75923,91991,87387,98961,96362,99969,97252,102591,110411,116907,129019,133264,144344,160385,163990,186643,183078,190145,185547,197969,203998,204344,214429,208856,218725,221827,202132,203812
AR,Kennewick,0,0,209,1857,6382,47719,113078,152572,180454,233518,310951,463420,691553,738366,860857,853695,903317,888379,957606,1091179,1182771,1287931,1293016,1396335,1680349,1812484,2053890,2000554,2082179,2048593,2176605,2229771,2197985,2293319,2235468,2336728,2365993,2154388,2167088
AR,Lafayette,0,0,0,108,274,355,1034,1836,2623,4591,7055,9299,12217,13637,16732,16335,17034,16696,17768,20782,23351,25919,25696,27161,33141,34840,39821,38889,40252,39127,41623,43301,42968,44813,43551,45518,46091,41970,42212
AR,Las Vegas,0,0,144,812,1072,1414,2892,5955,8792,13844,20403,34563,50247,54894,63976,62804,65535,64747,71737,81371,89877,98788,99506,106877,134544,142144,163080,159309,166586,164594,176926,183543,182416,190270,185524,193247,195990,178734,179664
AR,Little Rock,0,0,891,9605,21377,41206,105104,186778,247635,338495,435612,640464,923337,1012069,1175183,1159770,1221863,1211252,1350489,1578472,1678746,1803544,1784594,1909294,2598223,2806554,3175884,3094318,3229294,3208822,3476628,3622323,3599597,3769352,3679571,3846666,3899790,3555336,3582752
AR,Louisville,0,0,321,3281,11400,18448,29823,53084,80418,120415,143236,184237,229850,235808,269221,263911,276195,272300,299350,341982,359404,380453,372084,391014,484301,511925,574644,557592,577406,566982,612523,637488,634384,665329,647469,674387,680279,620514,626166
AR,Malvern,0,0,16,257,830,4082,34615,49724,54333,64777,78298,100911,125639,130540,152920,151244,159244,157651,173827,201772,216446,232873,231314,244950,285292,301504,343946,335289,348357,340778,361744,376096,373243,389995,379626,397200,400550,364102,365602
AR,Marion,0,0,33,270,486,748,2353,4733,6922,10066,14380,25385,38798,42342,50035,49160,51503,52103,59047,73531,82101,88547,86806,92175,111303,119528,136818,133823,138618,135805,144357,149180,148737,154988,150769,157390,160145,145984,147046
AR,Marshall,0,0,36,172,192,210,544,1458,3868,5452,7633,12899,17508,17856,20642,20281,21533,21887,26604,32833,35747,38415,38421,42520,51998,56354,64923,63251,65956,64809,69312,71585,70739,74043,72242,76040,78230,71238,71810
AR,Monroe,0,0,0,131,277,449,1352,3550,6572,10107,16156,34191,52652,58828,70037,68918,71845,71801,78997,90170,97894,104850,103003,110561,138041,147653,168223,163937,170173,167691,182009,190890,189619,199150,194923,203891,206775,188778,189692
